year,n_hsplus,n_realfuelpr,n_unionmem,n_popdensity,n_pctmanuf,n_ptax,n_inctax,n_capgntax,n_salestax,n_corptax,n_wctaxfixed,n_uitax,stfip_nbr
1988,65.5,8.1000004,14.4,79.300003,.25,.0036739861,3.6500001,3.6500001,4,5,1.961,432,1
1988,78.699997,11.1,7,31.1,.14,.0081891557,5.8899999,5.8899999,5,9.3999996,2.122,130.89999,4
1988,64.800003,14.5,9.8999996,45,.25,.0078016971,7,14,4,6,1.904,412.5,5
1988,76.300003,11.7,18.799999,182.5,.16,.0065683569,9.3000002,9.3000002,4.75,9.3000002,3.836,252,6
1988,84.699997,10.7,10.6,31.5,.14,.010591622,4.7600002,4.7600002,3,6,2.6819999,270,8
1988,78.5,14.6,19.6,675.29999,.2,.012439363,0,2.8,7.5,11.5,2.8959999,433.10001,9
1988,76.800003,15.4,15.8,331.29999,.25999999,.0057171211,7.6999998,7.6999998,0,8.6999998,2.119,807.5,10
1988,73.599998,13.6,7.9000001,227.89999,.1,.0093095871,0,0,5,5.5,3.3659999,378,12
1988,68.199997,11.1,10.6,109.1,.2,.0084351376,5.6599998,5.6599998,3,6,1.978,648,13
1988,79.800003,10.2,11.8,11.9,.18000001,.011569141,8.1999998,8.1999998,5,8,2.3150001,907.20001,16
1988,75.5,10.6,21.5,204.89999,.2,.015995897,2.5,2.5,5,6.5,2.1619999,675,17
1988,75.699997,11.2,20.799999,153.10001,.31,.010816863,3.4000001,3.4000001,5,7.9000001,.77499998,378,18
1988,79.5,9,15,49.5,.25999999,.019799462,7.3899999,7.3899999,4,12,1.478,990,19
1988,80.900002,10.1,12.4,30.1,.19,.01536133,3.8699999,3.8699999,4,4.5,1.631,512,20
1988,62.900002,10.8,16.700001,92.599998,.28,.0074902279,4.3899999,.73000002,5,7.25,2.0829999,760,21
1988,66.900002,7.8000002,9.8000002,98.400002,.18000001,.0034892459,4.1399999,4.1399999,4,8,2.312,540,22
1988,77.800003,13,16.799999,39,.2,.01121812,8,8,5,9.9300003,2.562,413,23
1988,77.099998,11.9,15.7,476.5,.1,.010838458,5,3,5,7,2.0469999,378,24
1988,79.5,11,18.6,762.90002,.19,.0097210053,5,5,5,9.4961996,2.6889999,378,25
1988,76.699997,11,26.9,162.3,.30000001,.021522516,4.5999999,4.5999999,4,0,2.5650001,950,26
1988,81.699997,10.9,21.1,54,.23999999,.012336757,8,8,6,9.5,3.049,936,27
1988,63.099998,11.4,7.6999998,55,.25,.0065678512,4.7600002,4.7600002,6,5,1.558,378,28
1988,72.5,10.9,16.9,73.800003,.22,.0090175457,4.1399999,4.1399999,4.2249999,5,1.563,420,29
1988,81,10.3,18.4,5.5,.079999998,.015082094,9.0200005,9.0200005,0,6.75,3.4649999,806.40002,30
1988,81.300003,12.5,12,20.4,.14,.02178775,5.9000001,5.9000001,4,6.6500001,1.29,378,31
1988,79.599998,8.8999996,18.1,9.8000002,.039999999,.0066195889,0,0,5.75,0,2.4933431,653.40002,32
1988,81.300003,10.3,10.3,120.7,.23,.01701883,0,0,0,8,2.5179999,455,33
1988,76.199997,13.8,24,1039.6,.18000001,.017637663,3.5,3.5,6,9,1.478,696,34
1988,75,11.9,8.6000004,12.3,.059999999,.0063488572,7.8299999,7.8299999,4.75,7.5999999,3.276,583.20001,35
1988,73.699997,11.8,28.299999,379.89999,.14,.018107399,11.08,11.08,4,9,1.779,448,36
1988,67.599998,11.5,6.4000001,133,.31,.0092140445,7,7,3,7,1.191,690.84003,37
1988,75.599998,13.1,11.7,9.5,.07,.017478138,3.77,3.77,5.5,10.5,.92928499,880,38
1988,75.300003,10.7,22.5,263.70001,.30000001,.012911399,6.5500002,6.5500002,5,8.8999996,2.517,624,39
1988,73.900002,9.6999998,10.1,46.099998,.17,.0085380543,6,6,4,5,2.359,837.20001,40
1988,81.699997,10.6,21,28.6,.22,.020362416,9,9,0,6.5999999,2.911,756,41
1988,74,10.8,21.200001,264.29999,.22,.016038768,2.0999999,2.0999999,6,8.5,2.3150001,776,42
1988,70.599998,12.6,19.9,953.5,.2,.012254437,6.04,6.04,6,8,2.54,936,44
1988,65.800003,11.6,5.1999998,113.3,.27000001,.006730156,7,7,5,6,1.65,378,45
1988,76.300003,10.9,9.1999998,9.1999998,.1,.022415467,0,0,5,0,1.388,560,46
1988,65.599998,11.4,12.4,117,.25,.0083192792,0,0,5.5,6,1.5599999,700,47
1988,71.300003,8.3999996,7.0999999,63.599998,.17,.015319795,0,0,6,0,3.99,525.59998,48
1988,85.599998,10.2,12.4,20.6,.14,.010685999,6.5799999,6.5799999,5.0929999,5,1.2309999,1188,49
1988,79.900002,11.3,10.8,59.400002,.20999999,.016362295,6.0500002,6.0500002,4,8.25,1.55,520,50
1988,74.599998,13.7,9.3000002,152.5,.16,.0081931017,5.75,5.75,3.5,6,1.245,434,51
1988,83.900002,9.3000002,24.6,69.699997,.18000001,.010865352,0,0,6.5,0,1.839,815.40002,53
1988,64.699997,11,20.200001,76,.19,.0054734028,6.5,6.5,5,9.75,1.399,680,54
1988,77.900002,8.5,22.200001,88.800003,.30000001,.023911061,6.9299998,2.77,5,7.9000001,1.677,1029,55
1988,83.400002,9.1999998,13.6,4.8000002,.039999999,.0098601431,0,0,3,0,1.42129,994.5,56
1989,66.900002,8.8000002,14,79.400002,.23999999,.0038998269,3.6500001,3.6500001,4,5,2.1199999,432,1
1989,78.699997,10.2,7.4000001,31.9,.13,.00879364,5.8899999,5.8899999,5,9.9499998,2.51,378,4
1989,66.300003,14.9,10.1,45.099998,.25999999,.0078988709,7,14,4,6,2.0179999,480,5
1989,76.199997,11.9,19.4,187.3,.15000001,.006491221,9.3000002,9.3000002,4.875,9.3000002,3.8759999,378,6
1989,84.400002,10.9,9.3000002,31.6,.13,.010708876,4.7600002,4.7600002,3,5.6999998,3.1930001,540,8
1989,79.199997,14.9,18.6,677.59998,.19,.012624084,0,7,7.75,12.65,3.154,426,9
1989,77.5,15,15.9,336.79999,.25,.0057872948,7.6999998,7.6999998,0,8.6999998,2.0810001,807.5,10
1989,74.400002,13.3,7.3000002,234,.1,.0097179841,0,0,5.5,5.5,4.0630002,378,12
1989,70.900002,10.9,9,110.7,.19,.0088430261,5.6599998,5.6599998,3.5,6,2.4219999,648,13
1989,79.699997,10.3,10.3,12,.19,.011801031,8.1999998,8.1999998,5,8,2.198,907.20001,16
1989,76.199997,10,21,205.2,.2,.01601088,2.75,2.75,5.625,6.9000001,2.451,648,17
1989,75.599998,11.4,21.200001,154,.31999999,.011342355,3.4000001,3.4000001,5,7.9000001,1.025,378,18
1989,80.099998,9.1000004,15.5,49.599998,.25,.018972091,7.3899999,7.3899999,4,12,1.839,966,19
1989,81.300003,10.4,12.5,30.200001,.18000001,.015905906,5.3000002,5.3000002,4.125,4.5,1.6799999,512,20
1989,64.599998,10.6,15,92.599998,.28,.0075581558,4.3899999,.73000002,5,7.25,2.4719999,740,21
1989,68.300003,7.4000001,8.1999998,97.599998,.19,.0039066188,4.1399999,4.1399999,4,8,2.586,543.15002,22
1989,78.800003,13.4,15.4,39.5,.2,.011908619,8.5,8.5,5,9.4300003,3.3239999,406,23
1989,78.400002,12.3,16.299999,483.60001,.1,.010948721,5,3,5,7,1.932,378,24
1989,80,10.1,17.6,767.5,.19,.0098567382,5.3800001,5,5,9.4981003,3.0079999,399,25
1989,76.800003,11,26.299999,162.89999,.28999999,.022043055,4.5999999,4.5999999,4,0,2.5810001,950,26
1989,82.400002,10.8,20.4,54.5,.22,.012685636,8,8,6,9.5,3.207,1037,27
1989,64.300003,11.5,8,54.900002,.25,.00699146,4.7600002,4.7600002,6,5,1.966,378,28
1989,73.900002,10.6,15.7,74,.23,.0092317397,4.1399999,4.1399999,4.2249999,5.75,1.626,390.60001,29
1989,81,10.3,18.299999,5.5,.090000004,.015438765,8.1700001,8.1700001,0,6.75,4.0840001,819.20001,30
1989,81.800003,12.7,12.3,20.5,.14,.022618473,5.9000001,5.9000001,4,6.6500001,1.437,378,31
1989,78.800003,8.6999998,18.4,10.4,.039999999,.006828397,0,0,5.75,0,2.7318094,680.40002,32
1989,82.199997,10.9,11.6,123.1,.23,.01763065,0,0,0,8,2.71,455,33
1989,76.699997,14.2,23.299999,1041.4,.18000001,.018110644,3.5,3.5,6,9,1.386,742.40002,34
1989,75.099998,12.2,7.9000001,12.4,.059999999,.00650765,7.8299999,7.8299999,4.75,7.5999999,3.382,599.40002,35
1989,74.800003,12.3,28.1,380.79999,.14,.018256232,11.29,11.29,4,9,1.903,378,36
1989,70,11.7,5.5999999,134.8,.31,.0091153933,7,7,3,7,1.262,731.88,37
1989,76.699997,13.7,11.5,9.3999996,.07,.017887898,3.77,3.77,5.25,10.5,1.1677514,739.20001,38
1989,75.699997,10.9,21.4,264.39999,.28999999,.013163696,6.9000001,6.9000001,5,8.8999996,2.855,624,39
1989,74.599998,9.5,10.2,45.900002,.18000001,.0085612452,6,6,4,5,2.76,846.40002,40
1989,81.5,10.7,21.799999,29.1,.22,.020711359,8.1199999,8.1199999,0,6.5999999,2.924,810,41
1989,74.699997,11.1,21.1,264.79999,.20999999,.016122499,2.0999999,2.0999999,6,8.5,2.6240001,736,42
1989,72,13.4,18.799999,957.59998,.2,.012265189,6.04,6.04,6,8.5,2.977,934.40002,44
1989,68.300003,11.5,4,114.8,.27000001,.0073317508,7,7,5,5.5,1.883,378,45
1989,77.099998,11.5,8.3999996,9.1999998,.1,.022837481,0,0,4.5,0,1.661,560,46
1989,67.099998,11.3,11.8,117.8,.25,.0085804956,0,0,5.5,6,1.735,182,47
1989,72.099998,8.1000004,7,64.199997,.17,.015760498,0,0,6,0,4.6750002,570.59998,48
1989,85.099998,9.8000002,11,20.799999,.15000001,.010552698,6.2600002,6.2600002,5.0465002,5,1.5420001,1088,49
1989,80.800003,11.5,12.1,60.299999,.22,.015915126,6.54,6.54,4,8.25,1.7539999,520,50
1989,75.199997,14.2,9.1999998,154.60001,.16,.0086603332,5.75,5.75,3.5,6,1.35,434,51
1989,83.800003,9.3999996,23.4,71.300003,.18000001,.010889971,0,0,6.5,0,1.8380001,842.40002,53
1989,66,10.7,19.6,75,.19,.0056299181,6.5,6.5,5.5,9.6000004,1.642,680,54
1989,78.599998,8.6999998,21.1,89.400002,.28999999,.023849033,6.9299998,2.77,5.5,7.9000001,1.836,1029,55
1989,83,9.3000002,13.1,4.6999998,.039999999,.0097988546,0,0,3,0,1.6597564,1014,56
1990,60.599998,9.5,12.5,79.800003,.23,.0038630001,3.6500001,3.6500001,4,5,2.2460001,432,1
1990,78.699997,11.3,7.9000001,32.400002,.13,.007588,7,7,5,10.5,2.6340001,378,4
1990,66.199997,15.5,10.5,45.299999,.25,.0079690004,7,14,4,6,2.0510001,499.20001,5
1990,74.800003,12.5,18.799999,192.10001,.15000001,.005934,9.3000002,9.3000002,5,9.3000002,3.954,378,6
1990,81.800003,11.2,10.7,31.9,.12,.011577,4.7600002,4.7600002,3,5.4000001,3.1659999,540,8
1990,82.800003,15.7,17.799999,679.40002,.2,.011039,0,7,8,13.8,3.3829999,433.10001,9
1990,78.099998,15.4,15,342.60001,.23,.005969,7.6999998,7.6999998,0,8.6999998,2.096,807.5,10
1990,76.099998,14.1,8.1999998,241.39999,.090000004,.0093980003,0,0,6,5.5,5.329,378,12
1990,70.599998,11.4,7,112.4,.19,.0088130003,5.6599998,5.6599998,4,6,2.6359999,734.40002,13
1990,77.900002,10.5,10,12.2,.17,.011259,8.1999998,8.1999998,5,8,2.428,939.59998,16
1990,75,10.3,21,206,.19,.015211,3,3,6.25,7.3000002,2.6459999,621,17
1990,76.699997,11.9,20.1,154.89999,.30000001,.010676,3.4000001,3.4000001,5,7.9000001,1.26,350,18
1990,79,9.3000002,15.8,49.799999,.25999999,.018556001,7.3899999,7.3899999,4,12,1.793,880.59998,19
1990,83,10.5,11.5,30.299999,.18000001,.015892001,5.1500001,5.1500001,4.25,4.5,1.761,512,20
1990,62.5,10.8,14.6,93,.27000001,.0074390001,4.3899999,4.3899999,5,7.25,2.6040001,720,21
1990,67.400002,8.1000004,7.9000001,96.900002,.19,.0038709999,4.1399999,4.1399999,4,8,3.0880001,475.14999,22
1990,75.900002,14.3,17.700001,39.900002,.19,.012251,8.5,8.5,5,8.9300003,3.9460001,399,23
1990,78.599998,13,14.7,491,.1,.011464,5,3,5,7,1.8430001,378,24
1990,81.900002,11.2,17.700001,768.40002,.18000001,.0097780004,5.9499998,6,5,9.5,3.7720001,420,25
1990,76.5,11.1,25.6,163.89999,.27000001,.025675001,4.5999999,4.5999999,4,0,3.493,950,26
1990,83.400002,11.1,20.6,55.099998,.20999999,.012098,8,8,6,9.5,3.533,1161,27
1990,63.799999,12.2,8,55,.25,.0077889999,4.7600002,4.7600002,6,5,2.0050001,378,28
1990,75,10.8,13.9,74.400002,.22,.0091329999,4.1399999,4.1399999,4.2249999,6.5,1.744,390.60001,29
1990,82.5,10.6,18.700001,5.5,.079999998,.015624,8.5900002,8.5900002,0,6.75,4.7329998,844.79999,30
1990,81.199997,13.3,11.3,20.6,.15000001,.022702999,6.4099998,6.4099998,4,6.6500001,1.671,378,31
1990,78.400002,9.1000004,16.5,11.1,.039999999,.0068839998,0,0,5.75,0,2.9748094,718.20001,32
1990,84.599998,11.6,11.6,124,.22,.017284,0,0,0,8,2.79,455,33
1990,75.400002,15,24.299999,1046.4,.17,.017336,3.5,3.5,6,9,1.47,806.20001,34
1990,74.099998,12.7,7.0999999,12.5,.059999999,.0064750002,7.8299999,7.8299999,4.75,7.5999999,3.563,621,35
1990,74.800003,12.9,28.4,381.60001,.13,.017875999,11.29,11.29,4,9,2.2820001,378,36
1990,69.900002,12.4,5.3000002,136.8,.30000001,.0091880001,7,7,3,7,1.383,759.23999,37
1990,79.599998,14.4,12.3,9.1999998,.07,.018059,3.77,3.77,5,10.5,1.4107513,621,38
1990,75.599998,11.3,21.1,265.29999,.28,.012291,6.9000001,6.9000001,5,8.8999996,3.312,632,39
1990,73.900002,10.1,10.7,45.799999,.18000001,.0083020004,7,7,4,5,2.6389999,788.5,40
1990,83.900002,11.1,21,29.799999,.19,.022936,8.1199999,8.1199999,0,6.5999999,3.171,864,41
1990,74.300003,11.7,20.5,265.60001,.2,.016108001,2.0999999,2.0999999,6,8.5,2.573,724.96002,42
1990,71.800003,14.5,18.299999,962.70001,.2,.012383,6.04,6.04,6,9,3.675,1007.4,44
1990,68,11.8,4.5999999,116.3,.25,.0081540002,7,6.02,5,5,1.931,378,45
1990,75.599998,12,8.6000004,9.1999998,.11,.025087001,0,0,4,0,1.806,560,46
1990,63.700001,11.6,11.9,118.7,.23999999,.0083959997,0,0,5.5,6,2.0539999,700,47
1990,73,9,6.5,65.099998,.16,.014686,0,0,6,0,5.2909999,566.09998,48
1990,85.099998,9.8999996,9.5,21.1,.14,.0099889999,6.2600002,6.2600002,5,5,1.64,1120,49
1990,80.099998,11.9,12.9,61.099998,.22,.015112,6.54,6.54,4,8.25,1.962,520,50
1990,70.400002,15.5,8.5,157,.16,.0088280002,5.75,5.75,3.5,6,1.3329999,434,51
1990,84.199997,9.6999998,23.1,73.599998,.17,.010305,0,0,6.5,0,1.941,874.79999,53
1990,68.300003,11,19.299999,74.400002,.18000001,.0053409999,6.5,6.5,6,9.4499998,1.831,680,54
1990,79,9.1999998,20.9,90.300003,.28,.025634,6.9299998,2.77,6,7.9000001,2.0250001,1029,55
1990,82.800003,9,13.9,4.6999998,.039999999,.0086009996,0,0,3,0,1.9027565,1014,56
1991,62.5,8.3999996,13.5,80.800003,.22,.0044212681,3.46,3.6099999,4,5,2.4330001,432,1
1991,78.900002,11.1,7.8000002,33.299999,.13,.010565317,7,7,5,9.8999996,2.6619999,378,4
1991,67.900002,14.6,10.4,45.799999,.25,.0084327506,7.21,13.42,4.25,6.25,2.2149999,512,5
1991,74.300003,12.2,18.700001,195.39999,.15000001,.0079704151,11.66,11.66,5.5,9.3000002,4.244,378,6
1991,83.699997,10.6,9.8999996,32.700001,.12,.0099670384,4.9000001,4.9000001,3,5.3499999,3.5309999,540,8
1991,84.699997,15.4,19.1,681.70001,.2,.014806138,1.5,6.25,7,13.225,3.5439999,440.20001,9
1991,77.199997,14.9,16.799999,349.5,.22,.0060033528,7.9299998,7.9299998,0,8.6999998,2.0439999,807.5,10
1991,77,13.6,8.8999996,247.60001,.090000004,.011835511,0,0,6,5.5,4.1719999,378,12
1991,71.900002,10.9,6.9000001,114.9,.18000001,.0098651825,5.8299999,5.8299999,4,6,2.9879999,734.40002,13
1991,78.599998,9.8999996,9.3000002,12.6,.16,.011699133,8.29,8.29,5,8,2.4089999,972,16
1991,76.400002,9.8000002,21.1,208.10001,.18000001,.018138314,3,3,6.25,7.3000002,2.806,612,17
1991,76.199997,11.4,19.5,156.60001,.28999999,.013017942,3.4000001,3.4000001,5,7.9000001,1.374,378,18
1991,78,9,14,50.099998,.25,.018863389,7.1300001,7.4400001,4,12,1.99,902.79999,19
1991,85.199997,9.8000002,12.2,30.5,.19,.017597968,5.1999998,5.1999998,4.25,4.5,1.985,512,20
1991,63.599998,10.1,13.5,93.699997,.25999999,.008809397,6.1799998,6.1799998,5.5,7.75,2.6359999,720,21
1991,67.900002,7.5,8,97.599998,.18000001,.0051528579,4.0900002,4.27,4,8,3.188,470.89999,22
1991,78,14.2,18.5,40.099998,.18000001,.013186923,10.19,10.19,5.5,9.3765001,4.552,406,23
1991,77.400002,12.9,14.3,498,.090000004,.010938348,5.0700002,5.0700002,5,7,1.83,420,24
1991,83.400002,10.6,17.6,767.79999,.18000001,.010783997,6.25,6,5,9.5,4.5159998,483,25
1991,77.800003,10.8,24.9,165.5,.25999999,.021046128,4.5999999,4.5999999,4,0,3.6489999,950,26
1991,84.300003,10.5,21.9,55.799999,.2,.014538531,8.75,8.75,6.25,9.6499996,3.563,1210.3,27
1991,64.400002,11.6,8.3000002,55.400002,.25,.0095528224,4.8299999,4.8299999,6,5,2.4719999,378,28
1991,77.400002,10,14.3,75.099998,.22,.010332133,4.0900002,4.27,4.2249999,6.5,2.0280001,420,29
1991,83,9.8999996,17.799999,5.5999999,.07,.017646164,8.0900002,8.4399996,0,6.75,4.1090002,857.59998,30
1991,82.599998,13,11,20.799999,.14,.022866843,7.1300001,7.1300001,4,7.23,1.932,378,31
1991,78.300003,8.3999996,18.4,11.8,.039999999,.0079267751,0,0,6.125,0,3.1092093,745.20001,32
1991,86.099998,10.9,11.7,123.7,.22,.020213492,0,0,0,8,3.089,455,33
1991,76.199997,14.4,24.4,1053.4,.16,.020155342,7,7,6.5,9,1.535,777.59998,34
1991,75.5,12.2,9,12.8,.12,.0072941389,8.0699997,8.0699997,4.875,7.5999999,3.552,631.79999,35
1991,75.5,11.8,29.4,383.79999,.13,.01997848,9.6300001,9.6300001,4,9,2.832,378,36
1991,69.900002,11.7,5.3000002,139.3,.30000001,.0096990261,7.98,7.98,3.5,7.49125,1.709,752.09998,37
1991,79.099998,14.3,9.8000002,9.1999998,.07,.019025616,4.2800002,3.8800001,5,10.5,1.5451514,637.20001,38
1991,76.5,11.2,20.799999,267.29999,.27000001,.014366816,6.9000001,6.9000001,5,8.8999996,3.3180001,574,39
1991,75,9.6000004,10.4,46.200001,.18000001,.008692814,7.0799999,7.0799999,4.25,5.5,2.6659999,562.59998,40
1991,84.900002,10.5,19.5,30.5,.18000001,.018478379,8.21,8.21,0,6.5999999,3.023,864,41
1991,75.5,11.8,20.299999,267.29999,.20999999,.017133499,2.5999999,2.5999999,6,10.4,3.3870001,724.96002,42
1991,73.599998,13.9,20.799999,967.09998,.2,.013775726,6.8400002,6.1999998,6.5,9.4949999,3.888,1051.2,44
1991,68.199997,11.2,5.3000002,118.6,.25999999,.0092931977,7.0799999,5.0700002,5,5,2.085,378,45
1991,76.699997,11.2,9.1999998,9.3000002,.11,.023400918,0,0,4,0,2.0539999,560,46
1991,64.699997,10.9,11.1,120.5,.25,.0091954526,0,0,5.5,6,2.1159999,700,47
1991,74.099998,8.5,6.5999999,66.400002,.15000001,.018485013,0,0,6.125,0,5.0890002,564.29999,48
1991,85.099998,9.3000002,9.6000004,21.700001,.15000001,.009090418,6.3400002,6.4499998,5,5,1.738,1160,49
1991,81,11.3,11.9,61.5,.22,.019193554,9.8199997,9.8199997,4.5,8.25,2.142,472,50
1991,71.5,14.5,8.8000002,159.10001,.16,.0098225353,5.8299999,5.8299999,3.5,6,1.472,496,51
1991,84.099998,9.5,23.200001,75.5,.15000001,.012111686,0,0,6.5,0,2.0009999,907.20001,53
1991,68.599998,10.5,19.5,74.699997,.16,.0071492428,6.5,6.5,6,9.375,2.016,680,54
1991,78.5,9.1999998,21.1,91.400002,.28,.022862306,6.9299998,2.77,6,7.9000001,1.951,1023.75,55
1991,82.599998,8.3000002,12.7,4.6999998,.050000001,.015193355,0,0,3,0,2.0371563,972.29999,56
1992,66.5,8.1000004,14,81.900002,.23,.0045404341,3.46,3.6099999,4,5,3.382,432,1
1992,80.300003,10.6,7.4000001,34.5,.14,.010470742,7.21,7.21,5,9.3000002,2.8989999,378,4
1992,69.699997,14.9,8.8000002,46.400002,.23999999,.0087405089,7.21,13.42,4.5,6.5,2.648,512,5
1992,75.199997,12.5,18.6,198.60001,.14,.0083896946,11.66,11.66,6,9.3000002,4.744,378,6
1992,84.400002,10.5,10.2,33.700001,.13,.0095033413,5.1500001,5.1500001,3,5.3000002,3.342,540,8
1992,84.699997,14.8,18,681.20001,.19,.015404273,4.5,4.5,6,12.65,3.582,454.39999,9
1992,78.800003,14.9,16.6,355.60001,.19,.0062611969,7.9299998,7.9299998,0,8.6999998,2.1919999,807.5,10
1992,76.900002,12.9,8.1999998,252.89999,.090000004,.012302381,0,0,6,5.5,5.48,378,12
1992,72.300003,10.5,7.4000001,117.7,.19,.010455312,5.8299999,5.8299999,4,6,3.4779999,734.40002,13
1992,80.800003,9.8999996,9.5,13,.17,.01144807,8.29,8.29,5,8,2.6630001,1004.4,16
1992,75.900002,9.8000002,20.6,210.39999,.18000001,.01857597,3,3,6.25,7.3000002,2.905,612,17
1992,77.300003,11,19.200001,158.2,.31,.013036016,3.4000001,3.4000001,5,7.9000001,1.457,385,18
1992,79.800003,8.6000004,13.8,50.400002,.23999999,.018734904,7.1300001,7.4400001,4,12,2.2260001,947.20001,19
1992,85.400002,9.8999996,11.6,31,.18000001,.018586608,6.5,6.5,4.25,4.5,2.411,512,20
1992,66.800003,9.5,12.9,94.800003,.25999999,.0092049949,6.1799998,6.1799998,6,8.25,3.03,720,21
1992,69.199997,6.8000002,8,98.5,.17,.005543659,4.0900002,4.27,4,8,4.4239998,476.85001,22
1992,79.900002,13.4,15.1,40.099998,.17,.013946841,10.19,10.19,6,9.823,4.4840002,455,23
1992,79.599998,12.8,15.7,503.70001,.090000004,.011131261,6.0799999,6.0799999,5,7,1.928,532,24
1992,83.800003,10.2,17.1,769.09998,.17,.011312082,5.9499998,6,5,9.5,4.408,799.20001,25
1992,78.699997,10.3,25.799999,166.89999,.28,.021331018,4.5999999,4.5999999,4,0,3.806,950,26
1992,83.699997,10.2,22.6,56.5,.2,.015532864,8.75,8.75,6.5,9.8000002,3.7360001,1255.8,27
1992,65.699997,11.1,9.3000002,55.900002,.25999999,.011066613,4.8299999,4.8299999,6,5,2.9159999,378,28
1992,77.099998,9.6000004,13.9,75.699997,.22,.010611952,4.0900002,4.27,4.2249999,6.5,2.533,504,29
1992,83.699997,10.1,19.4,5.6999998,.079999998,.024417792,8.29,8.6400003,0,6.75,4.5440001,896,30
1992,83.699997,12.3,11,21,.14,.02190166,7.1300001,7.1300001,4,7.8099999,2.095,378,31
1992,78.800003,8.1000004,19,12.3,.039999999,.0080652907,0,0,6.5,0,3.3066893,783,32
1992,86.699997,10.6,9.8000002,124.6,.20999999,.020367779,0,0,0,8,3.277,455,33
1992,76.699997,14.1,23.1,1062.3,.16,.020729821,7,7,7,9,1.75,826.20001,34
1992,76.300003,11.4,9,13.1,.13,.0070956592,8.0699997,8.0699997,5,7.5999999,4.322,653.40002,35
1992,76.699997,11.3,27.9,386.39999,.13,.020537587,9.6400003,9.6400003,4,9,3.1170001,420,36
1992,71.599998,11.7,4.9000001,141.60001,.30000001,.0098535996,7.98,7.98,4,7.9825001,1.87,689.70001,37
1992,79.800003,13.9,9.6999998,9.3000002,.059999999,.01958313,4.2800002,3.8800001,5,10.5,1.7426312,658.79999,38
1992,78.199997,10.7,20.5,269.29999,.27000001,.014510068,6.9000001,6.9000001,5,8.8999996,3.5469999,686.8125,39
1992,76,9.3000002,9.6000004,46.900002,.18000001,.0087008895,7.0799999,7.0799999,4.5,6,3.3280001,555.5,40
1992,84.599998,10.4,19,31.200001,.18000001,.017265351,9.0900002,9.0900002,0,6.5999999,2.802,918,41
1992,75.699997,11.1,19.700001,268.79999,.2,.017540006,2.95,2.95,6,12.3,3.5090001,765.44,42
1992,72.5,12.1,19.799999,969,.19,.015146865,8.0900002,7.3299999,7,9.9899998,3.803,1261.6,44
1992,69.699997,10.6,5,120.2,.27000001,.01033704,7.0799999,5.0700002,5,5,2.3139999,378,45
1992,76.599998,10.9,9.1999998,9.3999996,.11,.025004193,0,0,4,0,2.2190001,560,46
1992,66.900002,10.5,10.6,122.5,.25,.0095072491,0,0,5.5,6,2.4530001,700,47
1992,74.400002,8.1999998,7,67.800003,.14,.019684585,0,0,6.25,0,5.0890002,567,48
1992,85.900002,9.3000002,9.6999998,22.4,.14,.0089952247,6.3400002,6.4499998,5,5,1.826,1200,49
1992,81.699997,11.2,10.8,61.900002,.2,.020085899,9.8199997,9.8199997,5,8.25,2.1600001,472,50
1992,73.400002,13.9,9.3999996,162,.16,.010012999,5.8299999,5.8299999,3.5,6,1.54,496,51
1992,84.300003,8.6000004,23.700001,77.5,.15000001,.01238088,0,0,6.5,0,2.0309999,950.40002,53
1992,68.599998,10.2,18.6,75,.16,.0079799583,6.5,6.5,6,9.3000002,2.3,680,54
1992,80.800003,9,20.299999,92.5,.28,.022250123,6.9299998,2.77,6,7.9000001,2.115,1023.75,55
1992,84.400002,7.8000002,12.4,4.8000002,.039999999,.019549521,0,0,3,0,2.2346363,1037.6801,56
1993,70.5,8.1999998,14.9,83,.22,.004675759,3.02,3.6099999,4,5,3.5250001,483.20001,1
1993,81.699997,10.3,7.4000001,35.799999,.14,.010465546,7.21,7.21,5,9.3000002,2.865,378,4
1993,71.599998,14.9,8.3999996,47.200001,.25,.0085751023,7.21,13.42,4.5,6.5,3.5190001,603.5,5
1993,76.099998,12.2,18.5,200.5,.14,.0084112231,11.66,11.66,6,9.3000002,4.8559999,378,6
1993,85.099998,10.1,9.8999996,34.799999,.12,.0094700102,5.1500001,5.1500001,3,5.1500001,3.2360001,540,8
1993,84.699997,14.7,18.9,683,.17,.015554574,4.5,4.5,6,12.075,3.961,454.39999,9
1993,80.400002,15.2,15.6,361.5,.19,.006479064,7.9299998,7.9299998,0,8.6999998,2.3410001,807.5,10
1993,76.900002,12.9,7.9000001,258,.090000004,.012341032,0,0,6,5.5,6.3280001,378,12
1993,72.699997,10.4,6.8000002,120.5,.18000001,.010783274,5.8299999,5.8299999,4,6,3.5580001,734.40002,13
1993,82.900002,9.8000002,10.6,13.4,.18000001,.011069963,8.29,8.29,5,8,2.8380001,1036.8,16
1993,75.5,9.6000004,21.200001,212.39999,.18000001,.018955613,3,3,6.25,7.3000002,2.9489999,54,17
1993,78.5,11,18.700001,160,.31,.013861437,3.4000001,3.4000001,5,7.9000001,1.5190001,385,18
1993,81.5,8.5,13.2,50.799999,.25999999,.018600395,6.29,7.48,4.5,12,2.3929999,969.40002,19
1993,85.5,9.5,10,31.200001,.18000001,.017479049,6.5,6.5,4.625,4.25,2.8729999,512,20
