
="",="(1)",="(2)",="(3)",="(4)"
="",="aginc_predict",="nfincome_predict",="percapinc_predict",="pop_predict"

="aginc_backward",="0.168**",="",="",=""
="",="(2.69)",="",="",=""

="lncedpi92difference",="-0.0179",="0.00678",="-0.00344",="-0.00620"
="",="(-0.95)",="(0.58)",="(-0.30)",="(-0.81)"

="nfincome_backward",="",="0.425***",="",=""
="",="",="(8.22)",="",=""

="percapinc_backward",="",="",="-0.126",=""
="",="",="",="(-1.63)",=""

="pop_backward",="",="",="",="0.507***"
="",="",="",="",="(6.75)"

="_cons",="-0.00255",="-0.00293",="0.00120",="-0.00603"
="",="(-0.31)",="(-0.62)",="(0.27)",="(-1.87)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.028",="0.171",="0.016",="0.271"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
