
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="avwage_backward",="avwage_predict",="pop_backward",="pop_predict",="wagebill_backward",="wagebill_predict",="wageemp_backward",="wageemp_predict"

="lncedc95difference",="0.00821",="-0.0111",="0.0353*",="0.0178",="0.0846*",="0.0406",="0.0570",="0.0216"
="",="(0.51)",="(-0.68)",="(2.48)",="(1.23)",="(2.26)",="(1.14)",="(1.88)",="(0.77)"

="stpr_fac1",="0.0102",="0.0239",="-0.115***",="-0.0596",="0.0113",="-0.0251",="-0.0495",="-0.0968"
="",="(0.28)",="(0.64)",="(-3.54)",="(-1.79)",="(0.13)",="(-0.31)",="(-0.71)",="(-1.49)"

="stpr_fac2",="-0.0190",="0.0138",="-0.0334",="-0.0281",="-0.0455",="0.0518",="-0.0615",="0.00795"
="",="(-0.60)",="(0.43)",="(-1.17)",="(-0.97)",="(-0.61)",="(0.73)",="(-1.01)",="(0.14)"

="stpr_fac3",="-0.0418",="0.00575",="-0.0486",="-0.0500",="0.000281",="-0.0802",="-0.0185",="-0.108"
="",="(-1.26)",="(0.17)",="(-1.64)",="(-1.66)",="(0.00)",="(-1.08)",="(-0.29)",="(-1.84)"

="stpr_fac4",="0.0142",="-0.0402",="-0.0452",="-0.0187",="-0.0424",="0.0476",="-0.0889",="0.0516"
="",="(0.39)",="(-1.08)",="(-1.39)",="(-0.56)",="(-0.49)",="(0.58)",="(-1.28)",="(0.80)"

="stpr_fac5",="0.0139",="-0.0320",="0.0196",="0.0870*",="-0.166",="0.0649",="-0.244**",="-0.0590"
="",="(0.32)",="(-0.72)",="(0.50)",="(2.19)",="(-1.61)",="(0.67)",="(-2.94)",="(-0.76)"

="stpr_fac6",="0.0646",="0.0136",="0.133*",="-0.00697",="0.102",="0.113",="0.00830",="0.0251"
="",="(1.05)",="(0.22)",="(2.42)",="(-0.12)",="(0.70)",="(0.82)",="(0.07)",="(0.23)"

="stpr_fac7",="-0.0230",="0.0120",="0.0103",="-0.0728",="0.0997",="0.0490",="0.0822",="0.0181"
="",="(-0.56)",="(0.29)",="(0.28)",="(-1.94)",="(1.03)",="(0.53)",="(1.05)",="(0.25)"

="stpr_fac8",="-0.0140",="-0.0329",="-0.0607",="0.00262",="-0.179",="-0.0156",="-0.234**",="-0.0254"
="",="(-0.32)",="(-0.73)",="(-1.54)",="(0.07)",="(-1.71)",="(-0.16)",="(-2.78)",="(-0.32)"

="stpr_fac9",="0.0291",="0.0383",="-0.0649*",="-0.0530",="0.0321",="0.124",="-0.0354",="0.0481"
="",="(0.84)",="(1.09)",="(-2.11)",="(-1.69)",="(0.40)",="(1.62)",="(-0.54)",="(0.79)"

="stpr_fac10",="-0.101**",="0.0516",="-0.105**",="-0.0947**",="-0.0413",="0.0525",="-0.0930",="-0.0198"
="",="(-2.74)",="(1.38)",="(-3.21)",="(-2.83)",="(-0.48)",="(0.64)",="(-1.33)",="(-0.30)"

="stpr_fac11",="-0.0264",="0.0152",="-0.0547",="-0.0114",="-0.0431",="0.0832",="-0.0685",="0.0185"
="",="(-0.81)",="(0.46)",="(-1.89)",="(-0.39)",="(-0.56)",="(1.15)",="(-1.11)",="(0.32)"

="stpr_fac12",="0.0360",="0.0928*",="0.0113",="0.0220",="-0.0187",="0.128",="-0.0681",="0.0357"
="",="(1.02)",="(2.58)",="(0.36)",="(0.69)",="(-0.22)",="(1.63)",="(-1.01)",="(0.57)"

="stpr_fac13",="-0.0225",="0.0391",="-0.214***",="-0.102*",="-0.0620",="-0.0336",="-0.0748",="-0.0273"
="",="(-0.52)",="(0.88)",="(-5.53)",="(-2.57)",="(-0.61)",="(-0.35)",="(-0.91)",="(-0.35)"

="stpr_fac14",="-0.0139",="0.0484",="-0.0991*",="-0.0394",="0.0822",="0.170",="0.0201",="0.0892"
="",="(-0.27)",="(0.91)",="(-2.14)",="(-0.83)",="(0.67)",="(1.47)",="(0.20)",="(0.97)"

="stpr_fac15",="-0.0713*",="0.0263",="-0.0804*",="-0.0517",="0.0190",="0.204*",="0.00195",="0.134*"
="",="(-1.98)",="(0.72)",="(-2.51)",="(-1.58)",="(0.22)",="(2.54)",="(0.03)",="(2.11)"

="stpr_fac16",="-0.0991*",="0.000576",="-0.109**",="-0.0979*",="-0.172",="-0.0503",="-0.114",="-0.0461"
="",="(-2.36)",="(0.01)",="(-2.92)",="(-2.57)",="(-1.75)",="(-0.54)",="(-1.43)",="(-0.62)"

="stpr_fac17",="0.0517",="-0.0223",="0.0900",="0.0787",="0.300*",="0.275*",="0.141",="0.172"
="",="(0.85)",="(-0.36)",="(1.67)",="(1.43)",="(2.10)",="(2.04)",="(1.23)",="(1.60)"

="stpr_fac18",="0.0626",="-0.0458",="0.115*",="0.112*",="0.145",="0.176",="-0.00898",="0.128"
