
="",="(1)",="(2)",="(3)",="(4)"
="",="aginc_predict",="nfincome_predict",="percapinc_predict",="pop_predict"

="aginc_backward",="-0.0625",="",="",=""
="",="(-1.16)",="",="",=""

="lncedpi88difference",="-0.114*",="-0.0254",="-0.0594*",="0.00293"
="",="(-2.04)",="(-1.02)",="(-2.18)",="(0.26)"

="nfincome_backward",="",="0.329***",="",=""
="",="",="(7.41)",="",=""

="percapinc_backward",="",="",="-0.150***",=""
="",="",="",="(-4.02)",=""

="pop_backward",="",="",="",="0.631***"
="",="",="",="",="(13.60)"

="_cons",="-0.0167*",="-0.00905",="-0.0102*",="0.000150"
="",="(-2.18)",="(-1.94)",="(-2.11)",="(0.06)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.025",="0.152",="0.046",="0.421"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
