
="",="(1)",="(2)",="(3)",="(4)"
="",="aginc_predict",="nfincome_predict",="percapinc_predict",="pop_predict"

="aginc_backward",="0.0282",="",="",=""
="",="(0.41)",="",="",=""

="lncedpi89difference",="-0.0517",="-0.0100",="-0.0244",="-0.00910"
="",="(-1.36)",="(-0.71)",="(-1.07)",="(-1.24)"

="nfincome_backward",="",="0.318***",="",=""
="",="",="(7.20)",="",=""

="percapinc_backward",="",="",="-0.154*",=""
="",="",="",="(-2.29)",=""

="pop_backward",="",="",="",="0.513***"
="",="",="",="",="(11.10)"

="_cons",="-0.00858",="-0.00478",="-0.00308",="-0.00250"
="",="(-0.88)",="(-0.89)",="(-0.47)",="(-0.81)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.018",="0.145",="0.034",="0.340"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
