
="",="(1)",="(2)",="(3)",="(4)"
="",="avwage_predict",="output_predict",="wagebill_predict",="wageemp_predict"

="avwage_backward",="0.0514",="",="",=""
="",="(1.37)",="",="",=""

="lncedpi89difference",="-0.000656",="0.00253",="-0.0580*",="-0.0470*"
="",="(-0.09)",="(0.29)",="(-2.21)",="(-2.41)"

="output_backward",="",="0.0946*",="",=""
="",="",="(2.55)",="",=""

="wagebill_backward",="",="",="0.120***",=""
="",="",="",="(4.01)",=""

="wageemp_backward",="",="",="",="0.168***"
="",="",="",="",="(4.24)"

="_cons",="0.00197",="0.00327",="0.00174",="-0.00815"
="",="(0.45)",="(0.76)",="(0.21)",="(-1.24)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.004",="0.013",="0.039",="0.054"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
