
="",="(1)",="(2)",="(3)",="(4)"
="",="avwage_predict",="output_predict",="wagebill_predict",="wageemp_predict"

="avwage_backward",="-0.118**",="",="",=""
="",="(-2.65)",="",="",=""

="lncedp87difference",="-0.00555",="-0.000855",="0.00634",="0.0106"
="",="(-1.48)",="(-0.20)",="(0.66)",="(1.67)"

="output_backward",="",="-0.176***",="",=""
="",="",="(-3.88)",="",=""

="wagebill_backward",="",="",="0.144***",=""
="",="",="",="(4.02)",=""

="wageemp_backward",="",="",="",="0.166***"
="",="",="",="",="(4.98)"

="_cons",="0.00380",="-0.00168",="-0.000135",="-0.00584"
="",="(0.85)",="(-0.33)",="(-0.01)",="(-0.82)"

="N",="1219",="1219",="1221",="1221"
="R-sq",="0.021",="0.039",="0.044",="0.054"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
