
="",="(1)",="(2)",="(3)",="(4)"
="",="avwage_predict",="output_predict",="wagebill_predict",="wageemp_predict"

="avwage_backward",="-0.0288",="",="",=""
="",="(-0.59)",="",="",=""

="lncedp88difference",="-0.00813*",="-0.00882*",="0.0124",="0.0151*"
="",="(-2.18)",="(-2.11)",="(1.37)",="(2.25)"

="output_backward",="",="0.0233",="",=""
="",="",="(0.48)",="",=""

="wagebill_backward",="",="",="0.119**",=""
="",="",="",="(3.06)",=""

="wageemp_backward",="",="",="",="0.193***"
="",="",="",="",="(4.97)"

="_cons",="0.00224",="-0.00106",="-0.00908",="-0.0131"
="",="(0.58)",="(-0.27)",="(-1.02)",="(-1.93)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.009",="0.009",="0.028",="0.058"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
