
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="aginc_backward",="aginc_predict",="nfincome_backward",="nfincome_predict",="output_backward",="output_predict",="percapinc_backward",="percapinc_predict"

="lncedpi91difference",="-0.174*",="-0.269***",="-0.111*",="-0.279***",="-0.127**",="-0.215***",="-0.134**",="-0.169***"
="",="(-2.33)",="(-3.64)",="(-2.57)",="(-6.48)",="(-3.03)",="(-5.81)",="(-3.12)",="(-4.26)"

="stpr_fac1",="-0.00396",="-0.0564",="-0.0894*",="-0.00241",="-0.114**",="-0.00208",="0.00893",="-0.0179"
="",="(-0.05)",="(-0.75)",="(-2.04)",="(-0.05)",="(-2.67)",="(-0.06)",="(0.20)",="(-0.44)"

="stpr_fac2",="0.0508",="-0.155*",="-0.0208",="-0.0667",="-0.0883*",="-0.0783*",="-0.0201",="-0.132**"
="",="(0.67)",="(-2.07)",="(-0.48)",="(-1.53)",="(-2.08)",="(-2.09)",="(-0.46)",="(-3.29)"

="stpr_fac3",="-0.0186",="-0.175*",="-0.0429",="-0.0986*",="-0.133**",="-0.113**",="-0.0149",="-0.130**"
="",="(-0.24)",="(-2.26)",="(-0.95)",="(-2.19)",="(-3.03)",="(-2.91)",="(-0.33)",="(-3.14)"

="stpr_fac4",="0.137",="0.0341",="0.0779",="0.102*",="0.0337",="0.0230",="0.0742",="-0.00545"
="",="(1.89)",="(0.48)",="(1.88)",="(2.45)",="(0.83)",="(0.64)",="(1.79)",="(-0.14)"

="stpr_fac5",="-0.0415",="-0.00883",="-0.0568",="0.0517",="-0.0834",="-0.0714",="0.0392",="-0.0936"
="",="(-0.39)",="(-0.08)",="(-0.93)",="(0.84)",="(-1.40)",="(-1.35)",="(0.64)",="(-1.66)"

="stpr_fac6",="0.200",="0.132",="0.0864",="0.124",="-0.0536",="0.0403",="-0.0115",="-0.0477"
="",="(1.56)",="(1.05)",="(1.18)",="(1.69)",="(-0.75)",="(0.64)",="(-0.16)",="(-0.71)"

="stpr_fac7",="0.0181",="0.0238",="0.0860",="0.0318",="0.0963*",="-0.0321",="-0.000217",="-0.0278"
="",="(0.22)",="(0.29)",="(1.81)",="(0.67)",="(2.07)",="(-0.78)",="(-0.00)",="(-0.63)"

="stpr_fac8",="0.00687",="-0.146",="0.104",="-0.0896",="0.00924",="-0.0657",="-0.0260",="-0.114*"
="",="(0.07)",="(-1.58)",="(1.94)",="(-1.66)",="(0.18)",="(-1.42)",="(-0.48)",="(-2.29)"

="stpr_fac9",="0.0914",="0.0411",="0.0396",="0.0589",="0.0595",="0.0554",="0.00880",="0.0198"
="",="(1.34)",="(0.61)",="(1.01)",="(1.50)",="(1.56)",="(1.64)",="(0.22)",="(0.55)"

="stpr_fac10",="-0.156",="-0.162*",="-0.0821",="-0.117*",="-0.143**",="-0.123**",="-0.0943*",="-0.0613"
="",="(-1.94)",="(-2.04)",="(-1.78)",="(-2.53)",="(-3.18)",="(-3.10)",="(-2.04)",="(-1.44)"

="stpr_fac11",="0.0806",="-0.0556",="-0.0159",="0.00210",="-0.0249",="-0.0557",="-0.00726",="-0.0491"
="",="(1.17)",="(-0.82)",="(-0.40)",="(0.05)",="(-0.65)",="(-1.64)",="(-0.18)",="(-1.35)"

="stpr_fac12",="0.00254",="0.0120",="0.0198",="0.0207",="0.00317",="-0.0331",="-0.0613",="-0.0662"
="",="(0.03)",="(0.15)",="(0.43)",="(0.44)",="(0.07)",="(-0.83)",="(-1.32)",="(-1.54)"

="stpr_fac13",="0.104",="-0.0609",="0.00520",="-0.00788",="0.0709",="0.0208",="0.101*",="0.0658"
="",="(1.15)",="(-0.69)",="(0.10)",="(-0.15)",="(1.41)",="(0.47)",="(1.96)",="(1.39)"

="stpr_fac14",="0.157",="0.164",="0.0753",="0.189**",="0.0698",="0.0690",="0.100",="0.103"
="",="(1.48)",="(1.56)",="(1.23)",="(3.09)",="(1.17)",="(1.31)",="(1.64)",="(1.82)"

="stpr_fac15",="0.0574",="-0.00839",="-0.0400",="0.0439",="-0.00786",="0.0147",="-0.00962",="0.00411"
="",="(0.89)",="(-0.13)",="(-1.08)",="(1.19)",="(-0.22)",="(0.46)",="(-0.26)",="(0.12)"

="stpr_fac16",="0.208**",="0.0187",="0.105*",="0.0698",="0.0691",="0.0259",="0.0436",="0.00274"
="",="(2.61)",="(0.24)",="(2.29)",="(1.52)",="(1.55)",="(0.66)",="(0.95)",="(0.06)"

="stpr_fac17",="-0.112",="0.112",="0.0280",="0.0658",="-0.00929",="-0.0164",="-0.106*",="0.0549"
="",="(-1.45)",="(1.47)",="(0.63)",="(1.48)",="(-0.22)",="(-0.43)",="(-2.38)",="(1.34)"

="stpr_fac18",="0.303***",="0.0877",="-0.0114",="0.142***",="-0.00520",="0.000246",="0.155***",="-0.0237"
="",="(4.12)",="(1.21)",="(-0.27)",="(3.37)",="(-0.13)",="(0.01)",="(3.68)",="(-0.61)"

="stpr_fac19",="0.0965",="0.0963",="0.0744",="0.0847",="0.0588",="-0.0172",="-0.00175",="0.00732"
="",="(1.25)",="(1.27)",="(1.68)",="(1.91)",="(1.36)",="(-0.45)",="(-0.04)",="(0.18)"

="stpr_fac20",="0.121",="0.0187",="0.148**",="0.0209",="0.0184",="-0.0329",="0.0720",="-0.0196"
="",="(1.49)",="(0.23)",="(3.19)",="(0.45)",="(0.41)",="(-0.82)",="(1.55)",="(-0.46)"

="stpr_fac21",="0.253**",="0.170*",="0.152***",="0.229***",="0.0961*",="0.0590",="0.0820",="0.0798"
="",="(3.21)",="(2.20)",="(3.38)",="(5.07)",="(2.19)",="(1.52)",="(1.82)",="(1.92)"

="stpr_fac22",="0.0616",="-0.111",="0.00460",="-0.0537",="-0.0684",="-0.124*",="-0.0346",="-0.0843"
="",="(0.60)",="(-1.11)",="(0.08)",="(-0.91)",="(-1.20)",="(-2.46)",="(-0.59)",="(-1.56)"

="o.stpr_fac23",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="stpr_fac24",="-0.0104",="-0.142",="-0.0379",="-0.0829",="-0.0995",="-0.117*",="-0.0627",="-0.102"
="",="(-0.09)",="(-1.29)",="(-0.59)",="(-1.30)",="(-1.60)",="(-2.13)",="(-0.98)",="(-1.73)"

="stpr_fac25",="0.0155",="-0.0197",="0.00157",="0.0340",="-0.0375",="-0.0541",="-0.0140",="-0.0663"
="",="(0.19)",="(-0.25)",="(0.03)",="(0.73)",="(-0.82)",="(-1.34)",="(-0.30)",="(-1.54)"

="stpr_fac26",="0.148",="0.0517",="0.102",="0.0879",="0.0332",="-0.0187",="0.0819",="-0.0314"
="",="(1.17)",="(0.42)",="(1.41)",="(1.21)",="(0.47)",="(-0.30)",="(1.13)",="(-0.47)"

="stpr_fac27",="0.0583",="-0.103",="0.0249",="-0.0473",="-0.0552",="-0.133*",="-0.0106",="-0.127"
="",="(0.45)",="(-0.81)",="(0.33)",="(-0.64)",="(-0.76)",="(-2.09)",="(-0.14)",="(-1.86)"

="stpr_fac28",="-0.00802",="-0.140",="0.0164",="-0.0874",="-0.0950*",="-0.122**",="-0.0890",="-0.116*"
="",="(-0.09)",="(-1.66)",="(0.33)",="(-1.78)",="(-1.98)",="(-2.88)",="(-1.81)",="(-2.56)"

="stpr_fac29",="0.139",="0.0485",="0.0893",="0.0720",="-0.0223",="-0.00139",="0.0197",="-0.0207"
="",="(1.49)",="(0.53)",="(1.67)",="(1.34)",="(-0.43)",="(-0.03)",="(0.37)",="(-0.42)"

="stpr_fac30",="-0.0409",="-0.0688",="-0.0465",="-0.0443",="-0.161***",="-0.105**",="-0.0228",="-0.0749"
="",="(-0.53)",="(-0.90)",="(-1.04)",="(-0.99)",="(-3.70)",="(-2.74)",="(-0.51)",="(-1.82)"

="stpr_fac31",="0.154*",="0.191*",="0.0950*",="0.240***",="0.0669",="0.136***",="0.0454",="0.0920*"
="",="(2.04)",="(2.56)",="(2.19)",="(5.54)",="(1.58)",="(3.65)",="(1.05)",="(2.31)"

="stpr_fac32",="0.123",="0.0902",="0.0598",="0.129***",="0.0334",="0.0849**",="0.0776*",="0.0731*"
="",="(1.86)",="(1.39)",="(1.58)",="(3.40)",="(0.90)",="(2.60)",="(2.05)",="(2.10)"

