
="",="(1)",="(2)",="(3)",="(4)"
="",="aginc_predict",="nfincome_predict",="percapinc_predict",="pop_predict"

="aginc_backward",="-0.0380",="",="",=""
="",="(-0.57)",="",="",=""

="lncedpi91difference",="-0.00856",="-0.0156",="-0.00286",="-0.0131"
="",="(-0.31)",="(-1.21)",="(-0.19)",="(-1.75)"

="nfincome_backward",="",="0.344***",="",=""
="",="",="(6.31)",="",=""

="percapinc_backward",="",="",="-0.173***",=""
="",="",="",="(-3.44)",=""

="pop_backward",="",="",="",="0.477***"
="",="",="",="",="(8.33)"

="_cons",="0.00338",="0.000422",="0.00742",="-0.00563"
="",="(0.39)",="(0.09)",="(1.53)",="(-1.66)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.002",="0.141",="0.035",="0.315"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
