
="",="(1)",="(2)",="(3)",="(4)"
="",="avwage_predict",="output_predict",="wagebill_predict",="wageemp_predict"

="avwage_backward",="-0.0317",="",="",=""
="",="(-0.64)",="",="",=""

="lncedc88difference",="-0.00307",="-0.000877",="0.000346",="-0.00143"
="",="(-0.78)",="(-0.31)",="(0.05)",="(-0.26)"

="output_backward",="",="0.0245",="",=""
="",="",="(0.50)",="",=""

="wagebill_backward",="",="",="0.121**",=""
="",="",="",="(3.13)",=""

="wageemp_backward",="",="",="",="0.192***"
="",="",="",="",="(4.97)"

="_cons",="0.00161",="-0.00131",="-0.00891",="-0.0132"
="",="(0.41)",="(-0.32)",="(-0.99)",="(-1.89)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.003",="0.001",="0.025",="0.050"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
