FIPS,gt_end_emp,sb_end_emp,pri_end_emp,ne_end_emp,cedp_emp,cedc_emp,cedpi_emp,tf_end_emp,gt_end_pop,sb_end_pop,pri_end_pop,ne_end_pop,cedp_pop,cedc_pop,cedpi_pop,tf_end_pop,gt_end_output,sb_end_output,pri_end_output,ne_end_output,cedp_output,cedc_output,cedpi_output,tf_end_output,gt_end_nfinc,sb_end_nfinc,pri_end_nfinc,ne_end_nfinc,cedp_nfinc,cedc_nfinc,cedpi_nfinc,tf_end_nfinc
16063,-0.188535514,0.036873743,0.070750856,0.027478229,0.025495887,0.151170052,0.151170052,0.012371292,-0.046184377,-0.009649081,-0.021515668,-0.013894896,-0.022888946,0.025375912,0.025375912,-0.006251544,0.242910574,0.150344351,0.142479903,0.025283367,0.270736213,0.194436859,0.194436859,0.07721079,0.133329776,0.073228028,0.17473602,0.109198254,0.279414484,0.406012334,0.406012334,0.044029265
16065,0.0573026,0.046477474,0.13166128,0.140629285,0.186759769,0.150043101,0.150043101,0.004701326,-0.061693569,-0.021795735,-0.031262514,-0.015828124,-0.070230495,-0.002479852,-0.002479852,-0.003880988,0.22703797,0.174215067,0.212075054,0.100736371,0.124134404,0.175104063,0.175104063,0.048122519,0.258102883,0.210910204,0.327960324,0.206792066,0.28486066,0.340091529,0.340091529,0.065601821
16067,-0.033295218,-0.122336286,-0.137088924,-0.048021324,0.116665387,0.084233765,0.084233765,-0.009272334,-0.034225482,-0.003007087,-0.01464095,-0.016953902,-0.010574911,0.020064681,0.020064681,-0.000494937,0.271244776,0.054166844,0.121390962,0.111191245,0.191767695,0.168624256,0.168624256,0.030312246,0.235296138,0.040473295,0.121510279,0.092324886,0.299508633,0.200800129,0.200800129,0.047280779
16069,-0.056877827,-0.006774101,-0.013094746,-0.008192663,0.161375585,0.13641962,0.13641962,-0.006363471,-0.06888329,0.009204943,0.008644649,0.0014149,0.012597497,0.026146472,0.026146472,0.006856922,0.160683441,0.065951667,0.124403034,0.08444717,0.160349248,0.154663997,0.154663997,0.015686245,0.253303208,0.091274094,0.151886555,0.063218337,0.313976483,0.3094477,0.3094477,0.047802469
16071,-0.143572876,0.017192401,0.036648267,0.002942621,0.141115872,0.154677689,0.154677689,-0.010362787,0.005808554,-0.00376065,-0.016758174,-0.014323197,-0.033502203,0.032354128,0.032354128,-0.00376065,0.213224109,0.103911282,0.098673527,0.012761312,0.151328205,0.204579671,0.204579671,0.066920489,0.317276766,0.054290403,0.135483552,0.072039108,0.270250694,0.338921867,0.338921867,0.013511965
16073,-0.145679786,-0.005291018,0.060529893,0.077065407,0.056029345,0.085148693,0.085148693,0.003036055,-0.032718998,-0.008295316,-0.015798835,-0.011660583,-0.039718483,-0.031026703,-0.031026703,-0.000494122,0.217337397,0.108607664,0.084635349,-0.023519618,0.191434879,0.167314714,0.167314714,0.062525205,0.239562576,0.107997337,0.201352315,0.09684935,0.285091351,0.47425218,0.47425218,0.074255885
16075,0.08264359,0.030973102,0.034709602,0.008589308,0.107312552,0.181764221,0.181764221,0.005043352,-0.026623869,-0.021315335,-0.037953878,-0.025695506,-0.035067753,-0.015149486,-0.015149486,-0.005988759,0.255721853,0.136987392,0.194420367,0.122559359,0.201542812,0.183721923,0.183721923,0.016240359,0.250859412,0.208748142,0.31415531,0.147323829,0.304955641,0.394817638,0.394817638,0.097385804
16077,-0.148752387,-0.202067057,-0.242366876,-0.184405088,0.124028303,0.13543281,0.13543281,0.011213938,-0.080324851,-0.031736473,-0.053107898,-0.025875081,-0.061630875,-0.016681041,-0.016681041,-0.01843855,0.232388994,-0.056208652,0.060490797,0.035171292,0.125074765,0.118942208,0.118942208,0.01379629,0.119995885,0.072571705,0.117571318,0.022756885,0.223582772,0.250143972,0.250143972,0.082875952
16079,-0.636028836,-0.014140063,-0.106060994,-0.144540571,0.071623378,0.07412307,0.07412307,0.010452265,-0.033866289,-0.01001194,-0.002446363,-0.000924947,-0.017675965,0.019657471,0.019657471,-0.005479466,-0.137575595,0.151645795,0.139699075,0.03596101,0.063030381,0.061294986,0.061294986,0.057527786,-0.315697567,0.181559798,0.224399373,0.071301525,0.184642887,0.238991422,0.238991422,0.088975063
16081,-0.044395369,0.215179612,0.384784903,0.196217871,0.179940861,0.374287083,0.374287083,0.125220003,-0.014796549,-0.011016636,-0.018895058,-0.011458763,-0.069494058,0.006966629,0.006966629,-0.003902098,0.272757841,0.166461879,0.255104603,0.16255323,0.15740148,0.224311697,0.224311697,0.035092963,0.327320523,0.256744805,0.491286465,0.288286931,0.467962454,0.631314057,0.631314057,0.119524131
16083,-0.042486133,0.051890488,0.075495846,0.058395237,0.185508726,0.159339925,0.159339925,0.005267581,-0.033613814,-0.012971375,-0.020596294,-0.017354157,-0.080310696,-0.042774916,-0.042774916,0.005182736,0.18283383,0.093469378,0.184942392,0.143116758,0.189621451,0.181398155,0.181398155,0.034452409,0.198360313,0.123474512,0.267087509,0.180972462,0.311884964,0.345342507,0.345342507,0.054294182
16085,-0.05797471,0.081248454,0.115075411,0.034097337,0.25944756,0.241530178,0.241530178,0.05641075,-0.06671553,-0.019339348,-0.021765712,-0.010540369,-0.013851432,0.006154372,0.006154372,-0.002305603,0.165179398,0.080880941,0.148010491,0.096915084,0.146896418,0.113455222,0.113455222,0.057926839,0.25130705,0.168951285,0.250763745,0.100360836,0.387840695,0.461333187,0.461333187,0.105983686
16087,-0.079464171,-0.034797325,-0.12525957,-0.099048719,0.173300201,0.130849542,0.130849542,0.00525971,0.023579009,0.133731812,0.22013661,0.130013849,0.095898577,0.16669626,0.16669626,0.044524305,0.181297815,0.153315695,0.124200837,0.020946617,0.242463969,0.223143357,0.223143357,0.069632924,0.183500982,0.118434886,0.162452659,0.060101537,0.303894149,0.399388702,0.399388702,0.061421884
17000,0.027934109,-0.02822187,-0.022417177,-0.011833976,0.074917956,0.074174303,0.074174303,0.000337467,0.009595075,0.026249149,0.030485722,0.01069477,-0.011338574,0.046402208,0.046402208,0.013806032,0.232094866,0.115977181,0.189692914,0.111263489,0.212369253,0.193558349,0.193558349,0.036824271,0.29244461,0.088388686,0.179558501,0.112625488,0.279686157,0.278377716,0.278377716,0.039757148
17001,-0.050996467,0.000767035,0.020629345,0.026744533,0.069701109,0.090337405,0.090337405,0.008069044,-0.009603987,0.015338409,0.027038356,0.015809217,0.035799948,0.051365361,0.051365361,0.003900866,0.13932086,0.127230458,0.204565843,0.096235512,0.191132569,0.159688781,0.159688781,0.040590043,0.215629528,0.100152783,0.200993726,0.116530886,0.221800621,0.254072407,0.254072407,0.033450501
17003,-0.084732693,-0.174233799,-0.216444531,-0.114227966,-0.13739193,-0.004711434,-0.004711434,-0.054303209,-0.032835264,0.02650246,0.029600705,0.006999621,0.0219596,0.037543911,0.037543911,0.013038569,0.273819759,0.05699806,0.094443547,0.035650595,0.218143056,0.139626917,0.139626917,-0.031871029,0.220499438,0.019079039,0.084770551,0.052996174,0.12665953,0.163682742,0.163682742,0.003153682
17005,-0.061778671,0.093622349,0.135919403,0.120080624,0.00595662,0.191891008,0.191891008,0.008086032,-0.00481722,0.017029614,0.030632525,0.018195499,0.029320583,0.050282232,0.050282232,0.005851994,0.172215322,0.081906932,0.216785486,0.13412353,0.187440961,0.337063706,0.337063706,0.042013114,0.215369446,0.103451628,0.214345977,0.140433094,0.194834921,0.350600823,0.350600823,0.03507541
17007,0.091440805,-0.037015593,-0.020548668,-0.02174987,-0.102805049,0.123675906,0.123675906,0.000494438,0.023207372,0.007895793,0.008253468,-0.000626239,0.0309997,0.046108617,0.046108617,0.002249587,0.368094772,0.060125867,0.010031212,0.014084446,0.045949022,0.161312803,0.161312803,-0.04830567,0.375951018,0.096687781,0.135604114,0.072886003,0.272828818,0.430436951,0.430436951,0.012911707
17009,0.251825859,0.079278474,0.202279454,0.141919441,0.230418385,0.219612595,0.219612595,0.0366552,0.008106516,0.017636933,0.036493674,0.025308377,0.036413633,0.043883755,0.043883755,0.003958946,0.264963076,0.202342027,0.276467022,0.157899807,0.218006841,0.311687325,0.311687325,0.028716144,0.274186292,0.141621796,0.269331677,0.162643109,0.132340406,0.280005972,0.280005972,0.050176076
17011,0.001110115,-0.072195558,0.036239383,0.085201468,0.063006453,0.03410988,0.03410988,-0.003604138,-0.021393292,0.010648964,0.031259295,0.017554773,0.029787072,0.062586716,0.062586716,0.008031397,0.154167646,0.219751251,0.354451498,0.2208366,0.168486141,0.1474316,0.1474316,0.091648711,0.186759846,0.094270655,0.221261776,0.166575334,0.206476271,0.208939106,0.208939106,0.051073611
17013,0.004635003,-0.050792167,-0.08909671,-0.095126879,0.05181339,0.126647158,0.126647158,0.013111635,-0.040299795,-0.032410497,-0.050499945,-0.034327086,-0.025068175,0.005824745,0.005824745,-0.014534499,0.281675481,0.153116474,0.130024206,0.038810294,0.08635335,0.338118268,0.338118268,0.034125968,0.281065899,0.12254714,0.223435439,0.116346297,0.149463607,0.258429255,0.258429255,0.043899919
17015,0.096220959,-0.049245606,-0.147352597,-0.136018737,-0.151295283,0.135413531,0.135413531,-0.005885354,-0.05385917,-0.017553974,-0.042646056,-0.027935582,-0.048449483,0.015050689,0.015050689,-0.010759924,0.211286571,0.12334211,0.128606421,0.064202067,0.119518812,0.255857725,0.255857725,0.04021755,0.286544145,0.019110897,0.063478187,0.071174251,0.11616538,0.313962454,0.313962454,-0.011711642
17017,-0.072462359,0.031925442,0.060785769,0.039615788,0.141399254,0.165726944,0.165726944,0.017063874,-0.001374719,0.064286018,0.104899856,0.062400917,0.046844875,0.093738845,0.093738845,0.022399001,0.076116203,0.130071628,0.154007694,0.057657528,0.142298113,0.063782012,0.063782012,0.042547385,0.206446517,0.0718121,0.142113413,0.088159685,0.218531381,0.256822252,0.256822252,0.016470023
17019,0.098647421,0.001326863,0.028357615,0.022306116,0.056136201,0.013107434,0.013107434,0.006699667,0.062566999,0.01242252,0.035246813,0.03192747,0.081931658,0.01840905,0.01840905,0.000975134,0.235882388,0.148305605,0.251828268,0.162585597,0.211302998,0.137874772,0.137874772,-0.071617975,0.334562232,0.118559546,0.248034508,0.153493826,0.257458199,0.187757308,0.187757308,-0.034841165
17021,0.015074206,-0.048698601,-0.05979143,-0.010759912,0.060020803,0.094883131,0.094883131,-0.019216379,-0.063304715,-0.007417331,0.00318155,0.009218482,0.022161866,0.027309688,0.027309688,-0.014046213,0.18909282,0.143496503,0.256522612,0.167072619,0.144073896,0.072629383,0.072629383,0.030508744,0.224070735,0.068936977,0.146004382,0.100061158,0.206936105,0.24618908,0.24618908,0.00523174
17023,-0.052625583,-0.065336886,-0.075115611,-0.056035029,0.041821966,0.181793394,0.181793394,0.007658471,-0.025620403,-0.023224614,-0.020037868,-0.008382899,-0.025931684,0.033018565,0.033018565,-0.007412155,0.125465125,0.175029719,0.239325862,0.144892596,0.223810237,0.150590703,0.150590703,0.058441651,0.2189217,0.079434767,0.181646819,0.120928958,0.239311786,0.266589868,0.266589868,0.035812047
17025,0.054182382,-0.022130237,-0.00264857,-0.001323408,0.170855799,0.125882333,0.125882333,-0.015624033,-0.013142921,0.032452016,0.048804601,0.023597843,0.003378095,0.046294412,0.046294412,0.010871849,0.168760682,0.171927385,0.234834818,0.148871781,0.247023039,0.173747127,0.173747127,0.004467766,0.242879572,0.090224306,0.169068123,0.091106272,0.199352249,0.233465219,0.233465219,0.01445625
17027,0.220370753,-0.006201692,0.036977385,0.049186976,0.109894749,0.081067449,0.081067449,-0.00557542,0.011724986,0.015293099,0.019398489,-0.000377487,-0.002665591,0.05900803,0.05900803,0.008438241,0.297064624,0.158708013,0.241202134,0.149523321,0.089454809,0.105975768,0.105975768,0.024738339,0.34168285,0.089208865,0.21473061,0.170688522,0.198498204,0.289242564,0.289242564,0.00274819
17029,0.06936341,-0.083399033,-0.102943629,-0.061697737,0.201550733,0.107103705,0.107103705,-0.024844885,-0.025740082,-0.013909176,-0.008957423,-0.000951645,0.025517983,0.058183887,0.058183887,-0.001228925,0.258741813,0.148573855,0.196829262,0.09106631,0.177721319,0.117691345,0.117691345,0.003178245,0.30002677,0.059001581,0.145405631,0.093029247,0.271787635,0.228845995,0.228845995,-0.016240822
17031,0.001099975,-0.050745137,-0.059286113,-0.03494667,0.018498334,0.031689356,0.031689356,-0.006819182,0.035367144,0.009749064,0.038919734,0.034102638,-0.021919508,0.055121215,0.055121215,0.001996733,0.249920924,0.110828937,0.195601534,0.114647662,0.22298491,0.197602404,0.197602404,0.045828842,0.280186109,0.081395683,0.1729273,0.113911658,0.262473689,0.244069636,0.244069636,0.048100972
17033,-0.108457452,-0.043006751,-0.015785845,-0.001119333,-0.01234498,0.084017834,0.084017834,0.023509451,-0.003139496,0.018150527,0.015297937,0.000670017,-0.00609299,0.048523067,0.048523067,0.006356795,0.16291941,0.140663663,0.298002413,0.261692967,0.140384683,0.151053846,0.151053846,0.010683199,0.208862452,0.070337337,0.201784343,0.157889778,0.143577564,0.206351021,0.206351021,0.035573645
17035,-0.189836353,-0.068004729,0.077405584,0.163318965,-0.087207321,0.13917388,0.13917388,-0.030397477,0.053220961,0.029708808,0.052392782,0.029636592,0.084324018,0.095619308,0.095619308,0.010525753,0.278127762,0.069302912,0.25588939,0.198757703,0.125144879,0.174894264,0.174894264,0.070742104,0.376310078,0.013786968,0.107376993,0.081497824,0.251273416,0.326027191,0.326027191,0.00635861
17037,0.013288112,0.005648471,0.043121318,0.035706086,0.084414311,0.069918227,0.069918227,-0.009516804,-0.017165439,0.025024904,0.023318002,0.006717953,0.015188447,0.023387525,0.023387525,0.010447916,0.168751357,0.14684516,0.226259231,0.102152091,0.188653232,0.201055726,0.201055726,-0.001367184,0.263731623,0.097106565,0.172675166,0.093564995,0.29633892,0.330751589,0.330751589,0.026546873
17039,-0.198548923,-0.119844892,-0.249571424,-0.215147563,0.063492612,0.058804258,0.058804258,-0.018025416,0.026822617,0.017274034,0.0336986,0.020261831,0.057433145,0.065413722,0.065413722,0.005733041,0.092906744,0.098184519,0.147489597,0.082781286,0.175686969,0.210251833,0.210251833,0.0522745,0.14092505,0.034719047,0.090015393,0.062141113,0.192062332,0.316464377,0.316464377,0.026087314
17041,-0.043798242,-0.02049252,0.036904557,0.034370869,0.051691866,0.14981481,0.14981481,0.008200081,-0.052957058,-0.011228323,0.00139666,0.009860964,-0.006621193,0.005063302,0.005063302,-0.00834758,0.105662577,0.062693995,0.231589519,0.152936117,0.200217227,0.001288386,0.001288386,0.046662071,0.257502072,0.100541623,0.214010563,0.129687468,0.252562931,0.249770645,0.249770645,0.025990743
17043,0.307449508,-0.016563749,0.000686945,-0.008147439,0.285093773,0.192747524,0.192747524,0.013517181,0.036347974,0.019928643,0.033724733,0.016333847,0.039355091,0.037295319,0.037295319,0.009890015,0.341831137,0.089605323,0.090442726,0.027572449,0.247394601,0.256769085,0.256769085,0.030955711,0.445661868,0.057355509,0.100769588,0.04501712,0.363544113,0.347663895,0.347663895,0.03075883
17045,-0.092039972,0.016863806,0.041415938,-0.011585495,-0.067052138,0.157182194,0.157182194,-0.00608874,0.085096061,0.024641377,0.046883797,0.021348719,0.059607851,0.087385446,0.087385446,0.011512486,0.225553535,0.1654335,0.24058931,0.148285885,0.136557584,0.166902312,0.166902312,-0.004310767,0.223610197,0.095825116,0.146497006,0.049570217,0.148464101,0.224103986,0.224103986,0.020502749
17047,0.066046005,-0.001821494,-0.004849964,-0.029459019,-0.045567474,0.160692939,0.160692939,0.012228829,-0.044341971,-0.0167246,-0.035041352,-0.025028853,-0.036876638,0.006796348,0.006796348,-0.004377781,0.099018432,0.180806358,0.341914321,0.24928211,0.175372111,0.08353377,0.08353377,-0.062818112,0.323591169,0.096387421,0.229568072,0.157758462,0.08770206,0.189681197,0.189681197,0.003269003
17049,0.079851722,-0.019546724,-0.057396552,-0.056878478,0.245125673,0.207585116,0.207585116,-0.008724258,-0.003162517,0.000335885,0.009461819,0.008649904,0.065277606,0.054073596,0.054073596,0.003448183,0.186253587,0.12725263,0.248016754,0.19322128,0.153902473,0.138592164,0.138592164,0.027472864,0.304389291,0.078698871,0.182049578,0.147290918,0.27753185,0.30409479,0.30409479,0.009362796
17051,-0.040132101,-0.019305619,-0.032746289,-0.034397073,0.051966559,0.116550866,0.116550866,-0.004488338,-0.056846425,-0.009850065,-0.024778637,-0.01082479,-0.030497424,0.010288042,0.010288042,-0.009061111,0.134225916,0.144638122,0.244843743,0.170264465,0.192835462,0.239203483,0.239203483,-0.006081702,0.247179603,0.084030384,0.175150905,0.108580018,0.196682115,0.283550771,0.283550771,0.013645382
17053,-0.067600547,-0.012643392,0.037679158,0.011494379,0.045570914,0.042974957,0.042974957,0.024553457,-0.012739026,0.023779543,0.038860197,0.022225137,0.003301423,0.07085379,0.07085379,0.006673716,0.175369873,0.174766949,0.306366679,0.211410128,0.265008809,0.122939834,0.122939834,0.049616884,0.255102005,0.081865343,0.203968942,0.139238135,0.183431886,0.259300368,0.259300368,-0.006148987
17055,0.05218266,0.002238598,-0.013511218,-0.030234644,-0.117512392,0.040287999,0.040287999,0.01558717,-0.034688615,-0.002098842,0.000879894,0.000782167,0.017283195,0.050880707,0.050880707,0.004260014,0.214211512,0.15615826,0.250835327,0.15875791,-0.093483843,0.139595297,0.139595297,0.02829853,0.255765011,0.091050687,0.223815986,0.16848273,0.053836116,0.216755167,0.216755167,-0.000290701
17057,-0.153885372,-0.010336285,-0.052984238,-0.04466419,0.098730173,0.000197902,0.000197902,-0.002994655,-0.030274703,0.016736665,0.027608179,0.012004207,-0.025985164,0.00645831,0.00645831,0.007984074,-0.035922161,0.163763019,0.234901721,0.155526623,0.176109206,0.19048592,0.19048592,-0.004529103,0.034064707,0.076314323,0.16653853,0.124933041,0.192843543,0.274319132,0.274319132,0.002281439
17059,0.023881732,0.011570377,-0.333062274,-0.343801741,-0.002461237,-0.116982469,-0.116982469,0.036824244,-0.049186869,-0.019753524,-0.031141693,-0.017993849,-0.019261955,-0.001237308,-0.001237308,-0.008830633,0.115424112,0.222513357,0.027203687,-0.131147001,0.304986224,-0.171757606,-0.171757606,0.087710768,0.267482445,0.056761356,0.102775605,0.075743564,0.21308829,0.132229056,0.132229056,0.024409485
17061,0.120846233,0.02595141,0.004585061,-0.011710457,-0.128982484,0.011432134,0.011432134,-0.032406076,-0.017082572,0.005677481,0.010509138,0.000514473,0.031265361,0.057519029,0.057519029,0.002909813,0.28693187,0.15190534,0.276650168,0.163132946,0.147843304,0.086975305,0.086975305,0.068697222,0.263094317,0.053977871,0.167846178,0.116485888,0.128395517,0.206990391,0.206990391,0.006321889
17063,0.097191648,0.067078896,0.129724292,0.117569044,0.081750067,0.040957408,0.040957408,0.036041045,0.090377894,0.14624218,0.250744605,0.154875506,0.232165778,0.254326267,0.254326267,0.046172421,0.369360106,0.07647689,0.14735989,0.156750442,0.092453766,0.203879008,0.203879008,0.006259333,0.31060893,0.100975324,0.193919531,0.144055726,0.267009608,0.320724381,0.320724381,0.017385521
17065,0.043969745,-0.048123333,-0.071626851,-0.005681833,-0.088673442,0.108510732,0.108510732,-0.024054076,-0.00879875,0.071308814,0.106908317,0.061594425,0.061731238,0.105425255,0.105425255,0.021838117,0.299336401,0.183295085,0.193111293,0.073210101,0.047833468,0.230321804,0.230321804,0.066416871,0.382512887,0.070634552,0.177381313,0.11857631,0.111172319,0.248237996,0.248237996,0.028389766
17067,0.106770456,-0.112760127,-0.143254089,-0.035085847,-0.095081252,0.198714317,0.198714317,-0.06337737,0.028173868,0.052331106,0.077867375,0.041047958,0.05506414,0.064899728,0.064899728,0.022073278,0.228400513,0.149456825,0.190173749,0.095118589,0.217136184,0.166948475,0.166948475,0.054566781,0.231814386,0.042226511,0.092471002,0.042790895,0.150835756,0.241202714,0.241202714,0.030255027
17069,0.136904077,-0.081716858,-0.189719864,-0.117168974,0.165628568,-0.070165354,-0.070165354,-0.043590436,0.024658322,0.119419955,0.210911534,0.136424809,0.074428561,0.149941775,0.149941775,0.039231993,0.108110079,0.15302633,0.114036869,-0.019829594,0.273438782,0.095061077,0.095061077,0.044608468,0.354054248,0.063950411,0.097249395,0.060692806,0.257392257,0.112925323,0.112925323,-0.018217756
17071,0.038417016,-0.11238425,0.013303966,0.150316809,0.016611678,0.030022539,0.030022539,-0.068111426,-0.069022782,-0.004410813,-0.007134542,-0.00559994,-0.016346113,0.017385667,0.017385667,0.000809725,0.044986413,0.118099042,0.266444919,0.151852353,0.289108619,0.165910145,0.165910145,0.073169165,0.18194047,-0.018493278,0.088259208,0.081886728,0.208697204,0.272810917,0.272810917,0.00507318
17073,0.115606171,-0.040000035,-0.086053711,-0.071631191,-0.10365703,0.068437443,0.068437443,-0.000202682,-0.027435109,-0.007304997,-0.005690202,-0.002468481,-0.022259085,0.032803998,0.032803998,-0.00292604,0.144299788,0.135677535,0.203017693,0.164093622,0.11136905,0.196241412,0.196241412,0.029273725,0.14889421,0.063096209,0.138245024,0.09308985,0.176096604,0.260151955,0.260151955,0.034649313
17075,-0.022173361,-0.029534373,-0.052840068,-0.07731391,0.078482298,0.035885205,0.035885205,0.00471518,-0.017189286,-0.002881884,-0.006755356,-0.000841928,0.033669776,0.040988224,0.040988224,-0.002829081,0.130165172,0.147909833,0.194570033,0.097869714,0.192118833,0.197930321,0.197930321,0.051579521,0.200327191,0.070573099,0.147940274,0.098823419,0.206553907,0.291810174,0.291810174,0.009475184
17077,0.016096462,-0.037823538,-0.016205127,0.012459558,0.089046639,0.057478696,0.057478696,-0.013137106,0.00359387,0.001788304,0.006248809,0.004266983,0.03276894,0.052525926,0.052525926,0.000338083,0.234630571,0.178993921,0.243711892,0.132227576,0.132000914,0.174798636,0.174798636,-0.087825256,0.303495284,0.119597385,0.228704097,0.149515096,0.212312792,0.247656961,0.247656961,-0.05751613
17079,-0.007079079,-0.079781327,-0.128090039,-0.072295753,0.199870769,-0.048527041,-0.048527041,-0.028286218,-0.063536648,0.035081117,0.06207196,0.035078508,0.007564842,0.106105976,0.106105976,0.01181443,0.110729934,0.13526365,0.242084697,0.153363204,0.172482431,0.1793026,0.1793026,0.084696607,0.270729561,0.049886647,0.167688871,0.13649858,0.185942185,0.245782855,0.245782855,0.030157721
17081,0.118956028,0.007708605,0.042195657,0.045657579,0.048232538,0.107533807,0.107533807,0.014622113,-0.060765209,-0.003458057,-0.007133519,-0.004274002,-0.006224517,0.00627048,0.00627048,-0.001384658,0.191803802,0.130301797,0.229080199,0.158826179,0.195706197,0.17549585,0.17549585,0.030149268,0.329794322,0.100074424,0.214462244,0.151756518,0.193624251,0.239459903,0.239459903,0.03626016
17083,-0.020853336,-0.002051665,0.028789867,0.044535307,0.132463872,0.16919055,0.16919055,0.006932112,-0.047584642,-0.003141002,0.006216786,0.008855891,0.035181897,0.032339779,0.032339779,0.000251707,0.133262634,0.138728701,0.201192824,0.12279014,0.184950171,0.203060276,0.203060276,0.034925941,0.234105925,0.088321265,0.2027252,0.135076937,0.279116931,0.350964228,0.350964228,0.032571422
17085,0.120778563,-0.042920438,0.002085278,0.030938108,0.155114899,0.151255229,0.151255229,-0.011337743,0.012105526,0.009619912,0.036322994,0.033802267,0.031233233,0.088932312,0.088932312,0.006759908,0.182085789,0.121880909,0.1900124,0.101268267,0.227565824,0.212410483,0.212410483,0.0327921,0.253445275,0.090895773,0.174388087,0.094180197,0.257193208,0.358913471,0.358913471,0.060331369
17087,0.152934874,-0.040040936,-0.026871299,0.017521254,0.059704122,0.060971262,0.060971262,-0.026871299,0.052240246,0.052475525,0.092911134,0.062292201,0.102935646,0.130391198,0.130391198,0.016153342,0.193563928,0.167284037,0.246997718,0.19175784,0.234756628,0.135483911,0.135483911,-0.070318931,0.409021825,0.107191599,0.220707967,0.16878655,0.256283695,0.309999569,0.309999569,-0.01915427
17089,0.106233234,0.030761272,0.079506058,0.046352273,0.15393665,0.130695655,0.130695655,0.023569955,-0.026881542,-0.003301014,-0.018580189,-0.01548517,-0.037121628,0.002207451,0.002207451,0.003415622,0.237488952,0.129889216,0.217444642,0.141014418,0.221259564,0.182150644,0.182150644,0.036733655,0.35243447,0.125140967,0.256881999,0.150057314,0.357992968,0.319676963,0.319676963,0.063684385
17091,-0.071508061,-0.031551342,-0.027263542,-0.012073032,0.161850373,0.070191691,0.070191691,0.002519932,0.052749509,0.009200946,0.029197289,0.021399927,0.03867821,0.077661972,0.077661972,0.003598392,0.181861202,0.11968025,0.202840576,0.14170105,0.162340644,0.209906872,0.209906872,0.017290701,0.193555242,0.078154995,0.179759413,0.129494646,0.269250609,0.294257009,0.294257009,0.012890889
17093,-0.454537818,0.095539301,0.119776587,0.044257804,0.321016268,0.184497836,0.184497836,0.065351097,0.075383451,0.020136414,0.037078467,0.021295293,0.058224626,0.094492493,0.094492493,0.008532285,0.029215088,0.111695516,0.155193281,0.054881821,0.10583206,0.134619752,0.134619752,0.04771364,0.179812833,0.165967672,0.345064067,0.207149945,0.355470971,0.439635965,0.439635965,0.072602984
17095,-0.096299498,-0.114519007,-0.159859762,-0.085343779,0.117139983,0.05812593,0.05812593,-0.043883029,-0.076697795,0.006072916,0.005375467,-0.000561223,0.004010418,0.010815359,0.010815359,0.003718397,0.156999102,0.105210123,0.181235554,0.135552391,0.179246106,0.174162601,0.174162601,0.01319675,0.171930341,0.035319566,0.098284054,0.09566767,0.223505579,0.227972182,0.227972182,-0.015729949
17097,0.16169071,-0.005203919,0.043760332,0.04623557,0.19771423,0.157673039,0.157673039,0.000630182,-0.026321363,-0.010621541,-0.010176299,-0.004308173,0.02296135,0.014977291,0.014977291,-0.001036978,0.280102523,0.121404365,0.225715194,0.158088587,0.273532659,0.226649908,0.226649908,0.048760375,0.423809686,0.091409713,0.191498571,0.119393771,0.426020065,0.374521677,0.374521677,0.050783185
17099,-0.032579527,-0.03647684,-0.00644391,-0.003652257,0.083341817,0.084636151,0.084636151,0.003653991,-0.004969516,0.003062856,0.005786021,0.004331791,0.026068384,0.051859785,0.051859785,-0.001560401,0.191262069,0.125792239,0.180540243,0.102616271,0.162989672,0.180264359,0.180264359,0.030581651,0.21490887,0.074835331,0.166719715,0.098005277,0.201540509,0.269675902,0.269675902,0.043446661
17101,-0.036389461,-0.007371285,0.047710963,0.043703744,0.043822985,-0.063979982,-0.063979982,0.010250316,-0.032364561,-0.011760123,-0.014869938,-0.006780401,-0.002387568,0.016325757,0.016325757,-0.002842963,0.046639474,0.154337849,0.209141836,0.108441511,0.190000028,0.183214798,0.183214798,0.057920346,0.204074428,0.086213317,0.165618445,0.105944709,0.192344634,0.197133836,0.197133836,0.034323843
17103,-0.002583772,0.016326893,0.007692904,-0.018010558,0.073472542,0.013134517,0.013134517,0.013245227,0.016480135,0.005433068,0.014951903,0.010151676,0.042088966,0.042759424,0.042759424,0.002072511,0.246421562,0.159694625,0.260837436,0.152315632,0.024903339,0.266879542,0.266879542,0.009032093,0.243197332,0.090035476,0.172329473,0.110399943,0.147355582,0.291773516,0.291773516,0.003965946
17105,-0.023299552,-0.086507428,-0.071202865,-0.019091742,0.097629656,0.056076967,0.056076967,-0.030100334,0.0289596,0.016423449,0.029955096,0.0131802,0.039633729,0.037401277,0.037401277,0.007916667,0.191078532,0.136492092,0.211442132,0.144470815,0.227492119,0.14449289,0.14449289,-0.005884716,0.229988152,0.062554051,0.172696553,0.140920451,0.211862246,0.241074676,0.241074676,-0.016242065
17107,0.07182756,-0.061773368,-0.09531893,-0.059580584,0.05092009,-0.116866361,-0.116866361,0.011325807,-0.030116121,0.004837471,-0.003179959,-0.00511214,-0.035097978,0.023377812,0.023377812,0.005031457,0.190492064,0.13967971,0.192343248,0.104980343,0.191379436,0.19417092,0.19417092,-0.028994571,0.236057863,0.050395416,0.104433191,0.044665401,0.20272967,0.203971332,0.203971332,0.002848158
