FIPS,gt_end_emp,sb_end_emp,pri_end_emp,ne_end_emp,cedp_emp,cedc_emp,cedpi_emp,tf_end_emp,gt_end_pop,sb_end_pop,pri_end_pop,ne_end_pop,cedp_pop,cedc_pop,cedpi_pop,tf_end_pop,gt_end_output,sb_end_output,pri_end_output,ne_end_output,cedp_output,cedc_output,cedpi_output,tf_end_output,gt_end_nfinc,sb_end_nfinc,pri_end_nfinc,ne_end_nfinc,cedp_nfinc,cedc_nfinc,cedpi_nfinc,tf_end_nfinc
1039,0.020028013,0.030651059,-0.019045594,-0.030133719,0.029416006,0.060110437,0.060110437,0.013530128,-0.003905937,-0.007120165,-0.027785147,-0.025207371,-0.004767427,0.028879862,0.028879862,-0.001466077,0.239768833,0.088414166,0.18498035,0.112098138,0.218656359,0.170878655,0.170878655,0.044059838,0.314406007,0.109438576,0.212706223,0.129519458,0.260213496,0.252792747,0.252792747,0.045613026
1041,0.049879105,0.019626512,-0.093292852,-0.1291545,0.078287993,-0.034448788,-0.034448788,-0.004847026,-0.020354211,0.000218571,0.010472067,0.003747387,-0.022472856,0.00176939,0.00176939,0.005478665,0.286436179,-0.038116671,0.081969561,0.071590227,0.213398563,0.230819847,0.230819847,0.020898277,0.337980309,0.068107869,0.171075628,0.084223522,0.283541263,0.302579609,0.302579609,0.05744913
1043,0.133211462,0.023066316,0.024098399,-0.012000216,0.14666132,0.14323272,0.14323272,0.02662973,0.059189983,0.009206345,0.013737684,0.00489296,0.04336195,0.078021912,0.078021912,0.006085211,0.256232655,0.045941151,0.126305674,0.092809875,0.146982979,0.22192883,0.22192883,0.009892295,0.395642292,0.08944591,0.187197494,0.11298406,0.322777939,0.313240285,0.313240285,0.031995223
1045,0.08823452,0.018874099,0.015446944,-0.005962228,-0.031784741,-0.104861274,-0.104861274,0.012159363,0.012995953,-0.000182743,0.002582273,0.00517815,0.011666059,-0.00601787,-0.00601787,0.000609385,0.350087077,0.148971423,0.217276651,0.13978195,0.192428715,0.094278477,0.094278477,0.028013943,0.408981557,0.129836892,0.175468623,0.08349471,0.346642355,0.105720589,0.105720589,0.054132228
1047,-0.068285066,-0.081254605,-0.100292865,-0.073523917,-0.030988541,0.01436994,0.01436994,-0.000970514,-0.031728298,-0.029410326,-0.04211862,-0.029209777,-0.084621202,-0.010713938,-0.010713938,-0.008336624,0.274657885,0.107986436,0.21964679,0.158691863,0.144608827,0.171692823,0.171692823,0.019802617,0.243328967,0.095537098,0.193027514,0.109804448,0.212623074,0.225254699,0.225254699,0.059306284
1049,0.14380632,-0.01927385,0.015659842,0.033650189,0.177813921,0.147842296,0.147842296,-0.000192282,-0.011657671,0.023801692,0.056062305,0.035043059,0.041393026,0.07656813,0.07656813,0.010912733,0.262860464,0.11555504,0.190436432,0.128185285,0.191083105,0.169908541,0.169908541,0.030197627,0.324419127,0.127789788,0.221533052,0.137719681,0.305081545,0.31638035,0.31638035,0.0479087
1051,0.187728304,0.065534517,0.13909319,0.079599066,0.12321488,0.151050383,0.151050383,-0.000358316,0.052321784,0.05141336,0.093666877,0.059885735,0.096177859,0.150455007,0.150455007,0.015367127,0.296177812,0.042491629,0.18810455,0.155033071,0.235996034,0.165780832,0.165780832,0.004965122,0.440523449,0.132594862,0.247924816,0.148277703,0.319880985,0.423108549,0.423108549,0.04696678
1053,0.08335,-0.110272591,-0.110863045,-0.076224119,-0.00693054,0.098764874,0.098764874,-0.004532834,-0.004723599,-0.012752116,-0.01638454,-0.007882614,-0.0436593,0.045716942,0.045716942,-0.002198414,0.233702886,0.094803525,0.174092884,0.081290584,0.178580018,0.171521527,0.171521527,0.063134306,0.273150935,0.089843464,0.17423721,0.069248513,0.21597738,0.260015372,0.260015372,0.064249533
1055,-0.015375888,0.01177733,-0.021893697,-0.020914301,0.055367851,0.095186081,0.095186081,0.024235442,-0.014443117,0.001009434,-0.008904744,-0.009797653,-0.012859717,0.026526911,0.026526911,0.000533709,0.14402589,0.077156628,0.136207257,0.076370037,0.112399244,0.142930912,0.142930912,0.024072594,0.25495068,0.110490975,0.190752539,0.112522206,0.234694941,0.254008537,0.254008537,0.040777925
1057,-0.104614854,-0.1054535,-0.096881299,-0.069366724,0.063659344,0.104644952,0.104644952,-0.028599566,-0.000421696,-0.019887487,-0.025961259,-0.011856342,-0.043038822,0.0088227,0.0088227,-0.008618838,0.309722459,0.032424277,0.084016722,0.054429524,0.110631329,0.090407664,0.090407664,0.001016611,0.305491792,0.041283028,0.115934688,0.06313098,0.213127501,0.282027497,0.282027497,0.017613172
1059,0.101639879,-0.028443779,-0.104082343,-0.146785666,0.108931116,0.17694417,0.17694417,0.038331426,0.012093581,-0.013622342,-0.012756305,-0.008766614,-0.014401943,0.074816267,0.074816267,-0.003439217,0.226608456,0.080556751,0.222800038,0.187746159,0.139191119,0.118232386,0.118232386,0.019481176,0.192886469,0.035522626,0.1278379,0.095686189,0.238917911,0.31090608,0.31090608,0.029101377
1061,0.050692489,0.050673908,-0.016437885,-0.080068103,0.11358563,0.00181349,0.00181349,0.04013811,0.000209166,0.008064403,0.007282389,-0.000195446,0.011478604,0.038651175,0.038651175,0.002719821,0.301042603,0.060497383,0.163783027,0.158125617,0.117585152,0.176506094,0.176506094,0.022642246,0.324581885,0.098282487,0.202242181,0.138391913,0.254385474,0.302665885,0.302665885,0.034861949
1063,-0.076801214,0.095113813,0.056557883,-0.037260873,0.051509021,-0.123820693,-0.123820693,0.116507338,-0.046640338,-0.018412959,-0.032303469,-0.011157577,-0.030721433,-0.011275182,-0.011275182,-0.012210916,0.426068017,0.120751518,0.24648697,0.171086988,0.0875657,0.195269157,0.195269157,0.031540966,0.339445453,0.161570078,0.258589012,0.134402925,0.257033538,0.289379079,0.289379079,0.08377545
1065,0.021191195,-0.013043128,-0.020108574,-0.040882691,0.117131849,0.135483682,0.135483682,0.026607995,-0.033768679,-0.063718024,-0.01286058,0.022935984,0.044373774,0.044313604,0.044313604,-0.020720319,0.294810846,0.100658245,0.206872253,0.147664225,0.215005819,0.172475925,0.172475925,0.023974248,0.361222483,0.127212943,0.237523098,0.138069151,0.335256236,0.304919354,0.304919354,0.049928468
1067,-0.013269058,-0.059008166,-0.08012332,-0.023489042,0.154118337,-0.037367202,-0.037367202,-0.027087359,-0.022868998,0.020212488,0.034310669,0.019524196,0.038807639,0.006989037,0.006989037,0.007758271,0.283265372,0.128229937,0.203680873,0.124592856,0.15040194,0.232187172,0.232187172,0.051460037,0.315627033,0.084258531,0.194170305,0.136402293,0.296761052,0.274267602,0.274267602,0.021628108
1069,0.047607171,0.034463318,0.009220381,-0.032667999,0.183154922,0.089264,0.089264,0.027368637,0.03094415,0.034086658,0.047971863,0.018901099,0.049689649,0.041363958,0.041363958,0.013832773,0.238196993,0.111859756,0.212259024,0.137469387,0.188887936,0.152277791,0.152277791,0.042115067,0.36713257,0.153841054,0.267464522,0.155358467,0.294874363,0.252726193,0.252726193,0.081395563
1071,-0.248925127,0.011071425,-0.028938189,-0.053691523,0.08364846,0.046198515,0.046198515,0.010035071,-0.05428782,-0.008779655,0.001720302,0.006063961,-0.001459989,0.065277779,0.065277779,-0.003468988,-0.010761385,0.033412152,0.085617181,0.061195819,0.117640365,0.160723074,0.160723074,0.015588055,0.232039797,0.085057701,0.162278329,0.084069038,0.334064544,0.244402676,0.244402676,0.045495347
1073,0.067156308,-0.022711975,-0.031946866,-0.022596172,0.071344502,0.075424339,0.075424339,0.002416331,-0.014913209,-0.006342426,-0.010345328,-0.008069037,-0.001562235,0.013705773,0.013705773,-0.002268686,0.240406944,0.121820575,0.242971257,0.17000099,0.229191691,0.205737329,0.205737329,0.045239663,0.310269145,0.146797208,0.262040009,0.158210529,0.307293336,0.246855911,0.246855911,0.075591134
1075,0.166468502,-0.156263007,-0.227920976,-0.105745724,0.004018975,0.021898685,0.021898685,-0.037804822,0.005404598,-0.036282353,-0.052589303,-0.028276976,-0.04934446,0.003937013,0.003937013,-0.012066213,0.231499444,0.060500056,0.152230818,0.087781644,0.125648223,0.183044672,0.183044672,0.017191051,0.332516487,-0.01099692,0.070803697,0.070664537,0.210874374,0.213548304,0.213548304,-0.003427576
1077,0.100656614,-0.057640432,-0.079803224,-0.082794834,0.182103001,0.16517478,0.16517478,0.013262416,-0.014955216,0.010661601,0.012953755,0.000422333,0.01244531,0.059528363,0.059528363,0.007114006,0.259224469,0.07226196,0.128586545,0.077927937,0.185147066,0.200803106,0.200803106,0.033689843,0.303867023,0.072753885,0.153082314,0.085338618,0.336123335,0.268186691,0.268186691,0.048911467
1079,-0.00710241,-0.03270085,-0.192096053,-0.17511234,0.251550305,-0.111274193,-0.111274193,-0.005645235,0.02446835,-0.015956863,-0.006361215,0.004650835,0.037715228,0.042409397,0.042409397,-0.00494144,0.269054603,-0.014161971,0.030745611,-0.010520306,0.166006839,0.157051109,0.157051109,-0.015558693,0.359208832,0.076433514,0.166121499,0.091641012,0.324830148,0.257343338,0.257343338,0.029289288
1081,0.101594007,0.110887241,0.120676326,0.049470431,0.136215467,0.134021012,0.134021012,0.055826289,0.062292407,0.0456387,0.079779672,0.047516396,0.078189842,0.132456889,0.132456889,0.018181194,0.237470728,0.1080253,0.15352359,0.070021051,0.173768316,0.118191663,0.118191663,0.038536273,0.400900403,0.165273289,0.258303613,0.13531976,0.353353658,0.338100739,0.338100739,0.073853614
1083,0.270787244,0.005071136,0.024561877,-0.006832886,0.072224274,0.030780004,0.030780004,0.005372775,0.089119663,0.038927049,0.070124578,0.042206978,0.104833588,0.093112384,0.093112384,0.014692204,0.370472176,0.097025074,0.065732879,0.01379583,0.264759395,0.087017602,0.087017602,-0.053678536,0.510877672,0.13968707,0.266525471,0.168133762,0.357287403,0.259076398,0.259076398,0.017817752
1085,-0.04318811,-0.110294367,0.112849184,0.076836748,0.148367974,-0.035416576,-0.035416576,0.051987717,-0.031876754,-0.054421566,-0.056819469,-0.009777455,0.001023985,0.023497541,0.023497541,-0.029121071,0.28669182,-0.020648225,0.134304017,0.096658277,0.454657588,0.23593964,0.23593964,-0.001881377,0.335835798,0.126349884,0.219238025,0.120807642,0.288981301,0.338541888,0.338541888,0.071787277
1087,0.088418354,-0.030686218,-0.085972107,-0.092522674,0.013488402,-0.02728871,-0.02728871,0.041663225,-0.048186305,-0.053220024,-0.059885327,-0.021911555,-0.027831296,-0.017408841,-0.017408841,-0.018561511,0.288835541,0.12799624,0.221764606,0.112527411,0.210824078,0.191917971,0.191917971,0.060015611,0.34978072,0.11241074,0.174599326,0.079875299,0.229941879,0.230544748,0.230544748,0.064464378
1089,0.242656961,0.04069575,0.077330102,0.031959721,0.150075255,0.047158588,0.047158588,0.028203102,0.096219635,0.049000397,0.073542764,0.041875129,0.112766177,0.078227235,0.078227235,0.014695399,0.318285021,0.11200387,0.212076095,0.155872019,0.217307636,0.131721743,0.131721743,0.016510211,0.539898343,0.155501135,0.261294423,0.152665695,0.404503276,0.216816839,0.216816839,0.061682702
1091,0.027888636,-0.005507127,-0.049162632,-0.046061142,0.09725028,0.059034303,0.059034303,-0.004476848,-0.031721265,-0.019373048,-0.03350503,-0.013501636,-0.037957403,-0.002042813,-0.002042813,-0.011323805,0.280357098,0.081555618,0.179367935,0.105543697,0.208808373,0.194883473,0.194883473,0.044031319,0.349843049,0.091736019,0.165888972,0.092723138,0.271333883,0.270470316,0.270470316,0.058243866
1093,0.054936185,0.083877412,-0.114665623,-0.155979731,-0.002798917,0.160748071,0.160748071,0.036826188,-0.002871716,-0.008516522,-0.02421614,-0.021205863,-0.019122573,0.056654751,0.056654751,-0.001244474,0.238299248,0.111903133,0.136662779,0.048034792,0.176466166,0.222273449,0.222273449,0.058426447,0.332522719,0.133291106,0.126717576,0.017097319,0.235272264,0.340430583,0.340430583,0.079637544
1095,0.20980188,0.062793283,0.001981855,-0.050623657,0.158144049,0.172090809,0.172090809,0.035942044,0.049163015,0.03167178,0.037569565,0.017230444,0.031444871,0.10925295,0.10925295,0.009240149,0.244535956,0.097149717,0.172889294,0.081275764,0.171836629,0.172453895,0.172453895,0.048075823,0.386653493,0.136452509,0.257522138,0.152802272,0.335303392,0.340156874,0.340156874,0.052821753
1097,-0.007651489,-0.02664491,-0.040488502,-0.028659,0.115781383,0.095610067,0.095610067,0.001403237,0.030041041,-0.00543801,-0.003421628,-0.001940161,0.003266614,0.033848196,0.033848196,-0.000309029,0.226890382,0.06915313,0.14142182,0.092819516,0.202063131,0.145997818,0.145997818,0.030191164,0.27625287,0.085609329,0.153049401,0.083103969,0.299204753,0.243674848,0.243674848,0.045796274
1099,0.070033356,-0.047649197,-0.024749292,-0.005237942,0.27968272,-0.081965743,-0.081965743,0.015887899,0.009619049,-0.014659161,-0.027838924,-0.017251057,0.045752774,0.035039482,0.035039482,-0.003527785,0.275788418,0.12189502,0.138806571,0.036757595,0.359484477,0.066526432,0.066526432,0.032195567,0.377139081,0.08186287,0.158720133,0.067030816,0.430560908,0.198717103,0.198717103,0.066183814
1101,0.120411774,0.007367768,-0.010682898,-0.020906307,0.070979363,0.118132633,0.118132633,0.01451535,0.032997999,-0.000206255,-0.002445416,-0.001625132,0.030689234,0.046614902,0.046614902,0.001444977,0.292594304,0.132657604,0.239027294,0.161518887,0.191206874,0.158895465,0.158895465,0.033544456,0.402645603,0.155865736,0.258630868,0.162847653,0.310993285,0.253002421,0.253002421,0.062878856
1103,0.077389623,-0.036123824,-0.015474012,-0.019539489,0.143090543,0.09630788,0.09630788,0.029405562,0.058532902,0.011785367,0.020888114,0.0098546,0.065767553,0.056905213,0.056905213,0.000956158,0.20435161,0.124077538,0.18538616,0.099423546,0.184973131,0.156385603,0.156385603,0.051816923,0.437397118,0.119589237,0.167825852,0.077833468,0.33963038,0.256970524,0.256970524,0.047235287
1105,-0.101918795,-0.004022801,-0.148327336,-0.133986587,0.011983367,-0.03146055,-0.03146055,-0.014009569,-0.05485558,-0.043168383,-0.07328146,-0.038391127,-0.1298756,-0.011713165,-0.011713165,-0.013182697,0.29981773,0.112104055,0.123158144,0.017863854,0.196887422,0.221047541,0.221047541,0.057984189,0.252715302,0.112917237,0.163781351,0.072342657,0.238386539,0.283855162,0.283855162,0.054491959
1107,-0.04640928,-0.027199023,-0.085665482,-0.052376836,0.040968147,-0.012154629,-0.012154629,0.006522007,-0.00843459,-0.02390243,-0.031681228,-0.009600991,-0.040667721,0.012027266,0.012027266,-0.007187065,0.180745146,0.145737281,0.250447145,0.143226819,0.204752894,0.18562102,0.18562102,0.062440268,0.320024578,0.113888652,0.204272198,0.116752682,0.294108301,0.264759773,0.264759773,0.045300285
1109,0.035957414,0.141488042,0.085049621,-0.025865467,0.090642374,0.105611284,0.105611284,0.05939963,-0.021167625,0.02478741,0.037432361,0.007639818,0.007746027,0.031363041,0.031363041,0.017908564,0.308937004,0.079798482,0.239488427,0.198291227,0.205477571,0.187426858,0.187426858,0.013346001,0.35845731,0.180601313,0.280554728,0.15091564,0.3222481,0.287649751,0.287649751,0.072194842
1111,-0.04602346,0.044273469,0.036106158,-0.024704814,0.021273806,0.04746875,0.04746875,0.058978402,-0.026187912,0.002667261,0.020315967,0.017604191,0.03073315,0.05779354,0.05779354,0.007396879,0.231320427,0.092685062,0.13387596,0.071005354,0.145582093,0.248388077,0.248388077,0.035234408,0.270336649,0.094854904,0.192426281,0.105928563,0.244654004,0.293741699,0.293741699,0.060898177
1113,0.038826718,-0.065286556,-0.088653036,-0.120633035,0.085105431,0.101704204,0.101704204,0.051942532,0.010594017,-0.002502019,-0.009730676,-0.009912518,0.006840044,0.077889701,0.077889701,0.008786315,0.276294011,0.062061715,0.134366289,0.079645173,0.209297402,0.228012708,0.228012708,0.002503812,0.406405967,0.097727187,0.204188731,0.121341104,0.239047827,0.255435838,0.255435838,0.039157033
1117,0.164301423,0.114783841,0.205499132,0.121391901,0.375943693,0.29710034,0.29710034,0.067389478,0.098183923,0.063357669,0.101021185,0.055374507,0.109187307,0.142016086,0.142016086,0.025705324,0.214196755,0.118188618,0.18187879,0.103628657,0.192345839,0.190686196,0.190686196,0.031899858,0.587469307,0.1928547,0.29808858,0.144700416,0.545068246,0.524648536,0.524648536,0.110199933
1115,0.199913148,0.073717245,0.121661358,0.058887337,0.192744109,0.21275889,0.21275889,0.033830645,0.183331512,0.104176752,0.165301137,0.091575023,0.21169071,0.208565802,0.208565802,0.037200759,0.191987267,0.145987824,0.271389843,0.186692763,0.287323865,0.172046158,0.172046158,0.036534228,0.394685193,0.178935678,0.302657319,0.154291448,0.394306197,0.408836731,0.408836731,0.101555791
1119,-0.103997475,-0.044552823,-0.153752115,-0.113209099,0.13211589,0.008228994,0.008228994,-0.013162642,0.000937592,-0.021137763,-0.044512468,-0.04088877,-0.055021098,-0.022720427,-0.022720427,-0.000349004,0.363274281,0.102190748,0.173520156,0.093941287,0.187435766,0.130137066,0.130137066,0.037120843,0.288293581,0.112611736,0.151924995,0.070636985,0.275786344,0.222519306,0.222519306,0.052351074
1121,-0.005873253,0.107834442,0.12146687,0.061950334,0.034614434,0.052908143,0.052908143,0.038374949,0.013959897,0.002467949,0.014499664,0.013957238,-0.008352531,0.042416357,0.042416357,0.002949909,0.281993311,0.153988383,0.317231863,0.229691175,0.162640346,0.132230878,0.132230878,0.011054006,0.321210664,0.19198268,0.319028611,0.198603801,0.253120172,0.238217781,0.238217781,0.050215628
1123,-0.020696991,-0.06159764,-0.136578233,-0.127677502,0.066948333,0.040477882,0.040477882,0.026601414,-0.004657791,-0.01219794,-0.018049501,-0.014632697,0.021248458,0.039676683,0.039676683,0.000146696,0.305776857,-0.016464592,0.067400647,-0.011595774,0.164979276,0.155809232,0.155809232,0.032094789,0.363163871,0.072659349,0.115567654,0.01235446,0.304703,0.251884499,0.251884499,0.059946569
1125,0.089905986,0.03092172,0.038665914,0.016467937,0.174524493,0.127134652,0.127134652,0.021277895,0.035139784,0.029561535,0.044892501,0.022510836,0.066017042,0.044596765,0.044596765,0.013082411,0.250272069,0.084893182,0.188256904,0.13136538,0.188409235,0.14140558,0.14140558,0.015835985,0.377792338,0.112707025,0.213845088,0.138243552,0.375947534,0.285705209,0.285705209,0.040826734
1127,0.081343014,0.035644935,0.027851623,-0.007535985,0.035805042,0.048711875,0.048711875,0.017739491,0.003787468,-0.024966583,-0.030917801,-0.014500535,-0.007898229,0.028426661,0.028426661,-0.006911901,0.19979791,0.098149809,0.081827445,0.019426076,0.176938148,0.022158972,0.022158972,0.037259362,0.301789556,0.114387032,0.19491653,0.121936242,0.332011007,0.163340558,0.163340558,0.041088774
