
="",="(1)",="(2)",="(3)",="(4)"
="",="aginc_predict",="nfincome_predict",="percapinc_predict",="pop_predict"

="aginc_backward",="0.0218",="",="",=""
="",="(0.60)",="",="",=""

="lncedc87difference",="0.0165",="0.0100",="0.00881",="-0.00154"
="",="(1.49)",="(1.67)",="(1.52)",="(-0.48)"

="nfincome_backward",="",="0.335***",="",=""
="",="",="(6.98)",="",=""

="percapinc_backward",="",="",="-0.146***",=""
="",="",="",="(-3.64)",=""

="pop_backward",="",="",="",="0.567***"
="",="",="",="",="(8.85)"

="_cons",="-0.00861",="-0.00580",="-0.00526",="0.00176"
="",="(-1.17)",="(-1.12)",="(-1.12)",="(0.46)"

="N",="1219",="1219",="1219",="1219"
="R-sq",="0.010",="0.153",="0.046",="0.293"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
