
="",="(1)",="(2)",="(3)",="(4)"
="",="avwage_predict",="output_predict",="wagebill_predict",="wageemp_predict"

="avwage_backward",="0.0524",="",="",=""
="",="(0.89)",="",="",=""

="lncedc93difference",="-0.00139",="-0.00000560",="-0.00916",="-0.0107*"
="",="(-0.49)",="(-0.00)",="(-1.82)",="(-2.21)"

="output_backward",="",="-0.0506",="",=""
="",="",="(-0.54)",="",=""

="wagebill_backward",="",="",="0.318***",=""
="",="",="",="(6.13)",=""

="wageemp_backward",="",="",="",="0.291***"
="",="",="",="",="(8.33)"

="_cons",="-0.00444",="-0.0110*",="0.00298",="0.00601"
="",="(-1.12)",="(-2.17)",="(0.43)",="(0.98)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.004",="0.002",="0.102",="0.092"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
