
="",="(1)",="(2)",="(3)",="(4)"
="",="aginc_predict",="nfincome_predict",="percapinc_predict",="pop_predict"

="aginc_backward",="0.109",="",="",=""
="",="(1.69)",="",="",=""

="lnne99difference",="0.00831",="-0.0105",="0.00175",="0.00127"
="",="(0.37)",="(-0.81)",="(0.11)",="(0.19)"

="nfincome_backward",="",="0.347***",="",=""
="",="",="(8.47)",="",=""

="percapinc_backward",="",="",="-0.0318",=""
="",="",="",="(-0.46)",=""

="pop_backward",="",="",="",="0.651***"
="",="",="",="",="(18.85)"

="_cons",="0.0000836",="-0.00271",="0.00339",="-0.000229"
="",="(0.01)",="(-0.54)",="(0.64)",="(-0.10)"

="N",="1222",="1222",="1222",="1222"
="R-sq",="0.013",="0.157",="0.001",="0.474"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
